Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Crime type,Last outcome category,Context
dfc0bc1a959bf987c9f609061cdb9dd50d9b5bb9ddd7269e52cfae792c07018d,2013-02,City of London Police,City of London Police,-0.097334,51.521567,On or near Fann Street,E01000001,City of London 001A,Violent crime,Investigation complete; no suspect identified,
,2013-02,City of London Police,City of London Police,-0.093919,51.519812,On or near Parking Area,E01000002,City of London 001B,Anti-social behaviour,,
,2013-02,City of London Police,City of London Police,-0.089596,51.518743,On or near New Union Street,E01000002,City of London 001B,Anti-social behaviour,,
,2013-02,City of London Police,City of London Police,-0.089596,51.518743,On or near New Union Street,E01000002,City of London 001B,Anti-social behaviour,,
,2013-02,City of London Police,City of London Police,-0.093919,51.519812,On or near Parking Area,E01000002,City of London 001B,Anti-social behaviour,,
,2013-02,City of London Police,City of London Police,-0.094094,51.515606,On or near Gresham Street,E01000002,City of London 001B,Anti-social behaviour,,
,2013-02,City of London Police,City of London Police,-0.089596,51.518743,On or near New Union Street,E01000002,City of London 001B,Anti-social behaviour,,
,2013-02,City of London Police,City of London Police,-0.093919,51.519812,On or near Parking Area,E01000002,City of London 001B,Anti-social behaviour,,
,2013-02,City of London Police,City of London Police,-0.089596,51.518743,On or near New Union Street,E01000002,City of London 001B,Anti-social behaviour,,
,2013-02,City of London Police,City of London Police,-0.089596,51.518743,On or near New Union Street,E01000002,City of London 001B,Anti-social behaviour,,
e55a64403216bbd5c7f23a76dceb1639ad4a18f2ddf37f9194829bbb7394e299,2013-02,City of London Police,City of London Police,-0.095484,51.515467,On or near Gutter Lane,E01000002,City of London 001B,Drugs,Offender given suspended prison sentence,
62536e6f577a6e0440c5115a020ed5972bd66d7c9fab0cffb3fc06e51db04762,2013-02,City of London Police,City of London Police,-0.093057,51.520085,On or near Theatre/Concert Hall,E01000002,City of London 001B,Other theft,Investigation complete; no suspect identified,
c925011dc7a52d9d8a4bff71f3d2cf3e610c75038ce001c24158eed17a27d9ae,2013-02,City of London Police,City of London Police,-0.095400,51.515753,On or near Conference/Exhibition Centre,E01000002,City of London 001B,Other theft,Investigation complete; no suspect identified,
3bb7efe4d69eab0dd410e3f9265431d4680a71320d642b5a4a20c54a10e99fcb,2013-02,City of London Police,City of London Police,-0.093933,51.519812,On or near Conference/Exhibition Centre,E01000002,City of London 001B,Other theft,Investigation complete; no suspect identified,
fc0662cf71c4ebc5a9c8a2d8af4dc5a945882d37e5f4d68e5aed58abad0e4b9d,2013-02,City of London Police,City of London Police,-0.090348,51.519358,On or near Moor Lane,E01000002,City of London 001B,Other theft,Investigation complete; no suspect identified,
1d195ffabd233283c60b22f45a50c29fdd67d9932a0ad58ea91b71bd8932a54b,2013-02,City of London Police,City of London Police,-0.093933,51.519812,On or near Conference/Exhibition Centre,E01000002,City of London 001B,Other theft,Investigation complete; no suspect identified,
bfacf12daa86075394872279cbb4d8c226d3b50bd62f1e48053cd3af1b006946,2013-02,City of London Police,City of London Police,-0.091440,51.519807,On or near Silk Street,E01000002,City of London 001B,Other theft,Investigation complete; no suspect identified,
c9644701ac72b8c021e10e3c748284fa1b6c1256196162a3a156b9fd49be334f,2013-02,City of London Police,City of London Police,-0.093933,51.519812,On or near Conference/Exhibition Centre,E01000002,City of London 001B,Other theft,Investigation complete; no suspect identified,
eeb180bad26480beaad74460a6292f99ea244907d8b9a31f814c50c5963a5e93,2013-02,City of London Police,City of London Police,-0.095400,51.515753,On or near Conference/Exhibition Centre,E01000002,City of London 001B,Other theft,Investigation complete; no suspect identified,
fc90f99dc72c26b56174ae2ac8bbade033695ca5b20a4f2746de9f4518da857d,2013-02,City of London Police,City of London Police,-0.092297,51.518949,On or near Park/Open Space,E01000002,City of London 001B,Other theft,Investigation complete; no suspect identified,
8be72801ff30609a226fdc330c473233194eb665be2508b497e30744a9c715e0,2013-02,City of London Police,City of London Police,-0.092628,51.517920,On or near St Alphage Garden,E01000002,City of London 001B,Robbery,Investigation complete; no suspect identified,
0a43144063ee8fbe4af48653af72cb5c082888531a098ab0f40752a14fbe6e3b,2013-02,City of London Police,City of London Police,-0.093629,51.515005,On or near Milk Street,E01000002,City of London 001B,Vehicle crime,Investigation complete; no suspect identified,
63d5eaffb15df6e6af4c3abf76a9a9b1828d1f077facbd3f1a67bdccb5f2aad4,2013-02,City of London Police,City of London Police,-0.090348,51.519358,On or near Moor Lane,E01000002,City of London 001B,Violent crime,Investigation complete; no suspect identified,
1e059726b11464b8608614fc68945cb1c359618cf5ed0b51e3f81a6de81f148b,2013-02,City of London Police,City of London Police,-0.090348,51.519358,On or near Moor Lane,E01000002,City of London 001B,Violent crime,Investigation complete; no suspect identified,
,2013-02,City of London Police,City of London Police,-0.095367,51.521031,On or near Cripplegate Street,E01000003,City of London 001C,Anti-social behaviour,,
,2013-02,City of London Police,City of London Police,-0.096114,51.520747,On or near Park/Open Space,E01000003,City of London 001C,Anti-social behaviour,,
154373689edb19b019b3b27b770ab2c19b139e3e6debef82906e5d90035adac4,2013-02,City of London Police,City of London Police,-0.095381,51.521391,On or near Viscount Street,E01000003,City of London 001C,Other theft,Investigation complete; no suspect identified,
7e156994ea2bd8ea4584d1b98f49307888fc2c08b59c1050e1cfeb68a50fefa4,2013-02,City of London Police,City of London Police,-0.095860,51.521660,On or near Fann Street,E01000003,City of London 001C,Public disorder and weapons,Under investigation,
d8f347908577fde8561f76b9ecec4117298e0950e34a0a54e7c461700ab63801,2013-02,City of London Police,City of London Police,-0.096114,51.520747,On or near Park/Open Space,E01000003,City of London 001C,Violent crime,Offender given a caution,
6c011e35aa699d0ea233e9dc837fd9850158b85c7771d8cf52f34f09b5eb989c,2013-02,City of London Police,City of London Police,-0.095860,51.521660,On or near Fann Street,E01000003,City of London 001C,Violent crime,Offender given a caution,
,2013-02,City of London Police,City of London Police,-0.076435,51.513627,On or near Aldgate,E01000005,City of London 001E,Anti-social behaviour,,
,2013-02,City of London Police,City of London Police,-0.073254,51.512856,On or near Mansell Street,E01000005,City of London 001E,Anti-social behaviour,,
,2013-02,City of London Police,City of London Police,-0.075389,51.511775,On or near Minories,E01000005,City of London 001E,Anti-social behaviour,,
,2013-02,City of London Police,City of London Police,-0.077392,51.516233,On or near Harrow Place,E01000005,City of London 001E,Anti-social behaviour,,
,2013-02,City of London Police,City of London Police,-0.077392,51.516233,On or near Harrow Place,E01000005,City of London 001E,Anti-social behaviour,,
,2013-02,City of London Police,City of London Police,-0.076270,51.515504,On or near Gravel Lane,E01000005,City of London 001E,Anti-social behaviour,,
,2013-02,City of London Police,City of London Police,-0.075196,51.512609,On or near St Clare Street,E01000005,City of London 001E,Anti-social behaviour,,
,2013-02,City of London Police,City of London Police,-0.076270,51.515504,On or near Gravel Lane,E01000005,City of London 001E,Anti-social behaviour,,
e43cadfd945e2ab389f289d4109d7373d399d38ae1dd12cb3ec7a9798924e6ff,2013-02,City of London Police,City of London Police,-0.075389,51.511775,On or near Minories,E01000005,City of London 001E,Burglary,Investigation complete; no suspect identified,
13c819ae7101937f6fa9a0f89c78dcaa9ae4877baf66db88a61e9d657edbf7bd,2013-02,City of London Police,City of London Police,-0.075508,51.514763,On or near Pedestrian Subway,E01000005,City of London 001E,Drugs,Offender sent to prison,
cdbabcd528ddf534b67c7d776bec6d049de65713b06bc34b029bf6776ffac35d,2013-02,City of London Police,City of London Police,-0.076435,51.513627,On or near Aldgate,E01000005,City of London 001E,Drugs,Offender given a drugs possession warning,
ccc6459b13b79ede0796fa164bb9c70b53b3cd34d8dd9e3699312bc59b1916b3,2013-02,City of London Police,City of London Police,-0.074793,51.511208,On or near Pedestrian Subway,E01000005,City of London 001E,Other theft,Investigation complete; no suspect identified,
5a4b29645c201258a51a4adfdc3f273ea11e8d44cf1f7a21da3500ab78b468a9,2013-02,City of London Police,City of London Police,-0.075508,51.514763,On or near Pedestrian Subway,E01000005,City of London 001E,Other theft,Investigation complete; no suspect identified,
52e1fc3b8f15527efa5ceab683db4dc68c4480de94912fe8aada6e7040c1349c,2013-02,City of London Police,City of London Police,-0.074793,51.511208,On or near Pedestrian Subway,E01000005,City of London 001E,Other theft,Investigation complete; no suspect identified,
1cf7adb31def05dcd991753f057c807bbc380d407c715456da414adf93f80038,2013-02,City of London Police,City of London Police,-0.075508,51.514763,On or near Pedestrian Subway,E01000005,City of London 001E,Other theft,Investigation complete; no suspect identified,
9a7fd2677063f3e98c49829fec9e6089464360eba76679002606895530155eaf,2013-02,City of London Police,City of London Police,-0.075389,51.511775,On or near Minories,E01000005,City of London 001E,Other theft,Investigation complete; no suspect identified,
e6b8984ff3cf2f8e9edcb06bdbeb816f7ce408e917429d898842ae2a1b45c7ee,2013-02,City of London Police,City of London Police,-0.077596,51.515849,On or near Artizan Street,E01000005,City of London 001E,Other theft,Investigation complete; no suspect identified,
3a021afd25484b158906e399ca8aece75090fab399feb21640c8f349d4de8810,2013-02,City of London Police,City of London Police,-0.075389,51.511775,On or near Minories,E01000005,City of London 001E,Other theft,Offender fined,
8e65c85419a5ba89b17ac255271ce424c42313ea90fa64f50ff6da012c9d259b,2013-02,City of London Police,City of London Police,-0.075389,51.511775,On or near Minories,E01000005,City of London 001E,Other theft,Court case unable to proceed,
a6fa4652a0ecbbe169c23f3d7ccb0931244b2549ba0f085291c21a935a358d6c,2013-02,City of London Police,City of London Police,-0.075196,51.512609,On or near St Clare Street,E01000005,City of London 001E,Other theft,Investigation complete; no suspect identified,
c0daa3a4ce07d4b9cf89296ecee57877f4af8fe271139e9b75bcd78b77379ddc,2013-02,City of London Police,City of London Police,-0.074210,51.511711,On or near Portsoken Street,E01000005,City of London 001E,Other theft,Investigation complete; no suspect identified,
b77f63ab755d2baaf9b03bc5dc835c9bda5d0dea9600e040a5a127dddb744948,2013-02,City of London Police,City of London Police,-0.075196,51.512609,On or near St Clare Street,E01000005,City of London 001E,Other theft,Offender sent to prison,
3c63d250f0f4a06580ed690439a2e75d0222c8a16de5133d8d1c1f10c138dce3,2013-02,City of London Police,City of London Police,-0.074793,51.511208,On or near Pedestrian Subway,E01000005,City of London 001E,Other theft,Investigation complete; no suspect identified,
43c19bfacb6bd09a4709724b5c736b3781a762562240bd70ec2719fa99f210b0,2013-02,City of London Police,City of London Police,-0.075508,51.514763,On or near Pedestrian Subway,E01000005,City of London 001E,Other theft,Investigation complete; no suspect identified,
0fa567316ad718fe015a2f23bc99bf1cbb9ce8603bcfd07c91e43baf17bfa71d,2013-02,City of London Police,City of London Police,-0.073065,51.511180,On or near Goodman'S Yard,E01000005,City of London 001E,Vehicle crime,Investigation complete; no suspect identified,
f20ddbbf92034f8c9b0adee2b1d02a873ac596299a55499b0f84d2eacdd0cc2e,2013-02,City of London Police,City of London Police,-0.076270,51.515504,On or near Gravel Lane,E01000005,City of London 001E,Vehicle crime,Investigation complete; no suspect identified,
01ba8ffb8cc09cee4fc17e4773af7477ae347c32223117877bd2cfdf63f7b9ef,2013-02,City of London Police,City of London Police,-0.077596,51.515849,On or near Artizan Street,E01000005,City of London 001E,Vehicle crime,Investigation complete; no suspect identified,
014952b39ec20e396bb7386d99a126c6b7c68b7318d2dba49e000e8ca890f124,2013-02,City of London Police,City of London Police,-0.077224,51.516122,On or near Shopping Area,E01000005,City of London 001E,Vehicle crime,Investigation complete; no suspect identified,
7046a868f7378ce9b9d44f89cd089f35071b31c3104defadeb125b791e567087,2013-02,City of London Police,City of London Police,-0.073515,51.510414,On or near Parking Area,E01000005,City of London 001E,Vehicle crime,Investigation complete; no suspect identified,
06b26a75a5ef76268fabf73007beb134d53a42fa6f4800c41f1d02f164cd9dce,2013-02,City of London Police,City of London Police,-0.076270,51.515504,On or near Gravel Lane,E01000005,City of London 001E,Vehicle crime,Investigation complete; no suspect identified,
542d1ee072ba90c76584074a7803fb3a3b013126c846743e77d8cad4c7f83b20,2013-02,City of London Police,City of London Police,-0.076080,51.511445,On or near America Square,E01000005,City of London 001E,Violent crime,Unable to prosecute suspect,
644f4082aca7c9b1602ef8f8586ab4e2d9d76a22ff06b60d3583562cc688e1ea,2013-02,City of London Police,City of London Police,-0.076080,51.511445,On or near America Square,E01000005,City of London 001E,Violent crime,Unable to prosecute suspect,
70c064160a4c44fbf142a15fbecdbbf9636b4a0c92378439628e13089d2f2429,2013-02,City of London Police,City of London Police,-0.077224,51.516122,On or near Shopping Area,E01000005,City of London 001E,Violent crime,Investigation complete; no suspect identified,
,2013-02,City of London Police,City of London Police,-0.085014,51.509775,On or near Monument Street,E01032739,City of London 001F,Anti-social behaviour,,
,2013-02,City of London Police,City of London Police,-0.096363,51.513377,On or near New Change,E01032739,City of London 001F,Anti-social behaviour,,
,2013-02,City of London Police,City of London Police,-0.092040,51.515087,On or near Gresham Street,E01032739,City of London 001F,Anti-social behaviour,,
,2013-02,City of London Police,City of London Police,-0.085014,51.509775,On or near Monument Street,E01032739,City of London 001F,Anti-social behaviour,,
,2013-02,City of London Police,City of London Police,-0.093791,51.509414,On or near Southwark Bridge Road,E01032739,City of London 001F,Anti-social behaviour,,
,2013-02,City of London Police,City of London Police,-0.096900,51.510868,On or near Broken Wharf,E01032739,City of London 001F,Anti-social behaviour,,
,2013-02,City of London Police,City of London Police,-0.081620,51.516814,On or near Alderman'S Walk,E01032739,City of London 001F,Anti-social behaviour,,
,2013-02,City of London Police,City of London Police,-0.080318,51.520678,On or near Primrose Street,E01032739,City of London 001F,Anti-social behaviour,,
,2013-02,City of London Police,City of London Police,-0.100202,51.513268,On or near Dean'S Court,E01032739,City of London 001F,Anti-social behaviour,,
,2013-02,City of London Police,City of London Police,-0.079444,51.512678,On or near Fenchurch Buildings,E01032739,City of London 001F,Anti-social behaviour,,
,2013-02,City of London Police,City of London Police,-0.079283,51.511021,On or near Seething Lane,E01032739,City of London 001F,Anti-social behaviour,,
,2013-02,City of London Police,City of London Police,-0.079283,51.511021,On or near Seething Lane,E01032739,City of London 001F,Anti-social behaviour,,
,2013-02,City of London Police,City of London Police,-0.082722,51.518029,On or near Pedestrian Subway,E01032739,City of London 001F,Anti-social behaviour,,
,2013-02,City of London Police,City of London Police,-0.084980,51.516078,On or near Great Winchester Street,E01032739,City of London 001F,Anti-social behaviour,,
,2013-02,City of London Police,City of London Police,-0.100179,51.514158,On or near Shopping Area,E01032739,City of London 001F,Anti-social behaviour,,
,2013-02,City of London Police,City of London Police,-0.096363,51.513377,On or near New Change,E01032739,City of London 001F,Anti-social behaviour,,
,2013-02,City of London Police,City of London Police,-0.080376,51.517244,On or near Supermarket,E01032739,City of London 001F,Anti-social behaviour,,
,2013-02,City of London Police,City of London Police,-0.082965,51.516351,On or near Wormwood Street,E01032739,City of London 001F,Anti-social behaviour,,
,2013-02,City of London Police,City of London Police,-0.098777,51.512526,On or near Knightrider Street,E01032739,City of London 001F,Anti-social behaviour,,
,2013-02,City of London Police,City of London Police,-0.086393,51.510894,On or near Eastcheap,E01032739,City of London 001F,Anti-social behaviour,,
,2013-02,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Anti-social behaviour,,
,2013-02,City of London Police,City of London Police,-0.079444,51.512678,On or near Fenchurch Buildings,E01032739,City of London 001F,Anti-social behaviour,,
,2013-02,City of London Police,City of London Police,-0.078484,51.517680,On or near Catherine Wheel Alley,E01032739,City of London 001F,Anti-social behaviour,,
5299459bd5713f5777ca04c19fbc3040f10b6c7c079c4d88d37136f44f3efe66,2013-02,City of London Police,City of London Police,-0.086166,51.510828,On or near Eastcheap,E01032739,City of London 001F,Burglary,Investigation complete; no suspect identified,
809a049e0592a2d9fe73de58564119d9ce88f76d056e9bf08edd37a22af6b031,2013-02,City of London Police,City of London Police,-0.101073,51.513453,On or near Creed Lane,E01032739,City of London 001F,Burglary,Offender sent to prison,
26e4d6dc2ad985ac426904303e0fbd0f2d6bf8fecb58d5e2f4f6c55898b5209d,2013-02,City of London Police,City of London Police,-0.079011,51.509614,On or near Pedestrian Subway,E01032739,City of London 001F,Burglary,Offender sent to prison,
2a99573dcf6260b445aa1d2a56534e66c4ab69b9cef6bbdcfa35e9f417b5a18d,2013-02,City of London Police,City of London Police,-0.082066,51.516147,On or near Wormwood Street,E01032739,City of London 001F,Burglary,Offender given a caution,
20b0aa2e3bb89eddcc754c4cf179ced40a02c0807a16f9cc34fc2599dfc825b7,2013-02,City of London Police,City of London Police,-0.083242,51.512165,On or near Lime Street,E01032739,City of London 001F,Burglary,Under investigation,
98e080111a3278b80a08efea77cec16afc7006ea833de34498d242dce7d90199,2013-02,City of London Police,City of London Police,-0.091151,51.516026,On or near Basinghall Street,E01032739,City of London 001F,Burglary,Investigation complete; no suspect identified,
cb706bebc2217571048a39880b55fc42eab264e3dbc30c8865c2d7405b76396f,2013-02,City of London Police,City of London Police,-0.101073,51.513453,On or near Creed Lane,E01032739,City of London 001F,Burglary,Investigation complete; no suspect identified,
ae3af2af8077d43e19ba47bea752e80cab55ef3b055a511f25f60d5dbd5d59fd,2013-02,City of London Police,City of London Police,-0.085149,51.517196,On or near Blomfield Street,E01032739,City of London 001F,Burglary,Investigation complete; no suspect identified,
15602898424d5206f135d9c83eaa0eb447ea1036ae959564ddc14b6097699f08,2013-02,City of London Police,City of London Police,-0.098777,51.512526,On or near Knightrider Street,E01032739,City of London 001F,Burglary,Investigation complete; no suspect identified,
06bfaeba06b9f8d53a339f00813ceb9c50486b2c5a655cf26ce29735baa6f397,2013-02,City of London Police,City of London Police,-0.095037,51.510621,On or near Queenhithe,E01032739,City of London 001F,Burglary,Investigation complete; no suspect identified,
76e225ec43b07c6ff4030d8131b22b9cbde5538e250261c516fbda96b9e253ac,2013-02,City of London Police,City of London Police,-0.085355,51.510563,On or near Pudding Lane,E01032739,City of London 001F,Criminal damage and arson,Offender given conditional discharge,
b5e432a165972d8a63ce1bcc22ee3706e6e86bbbc21f2ba7b9e45c9236a4aaef,2013-02,City of London Police,City of London Police,-0.092719,51.512652,On or near Queen Victoria Street,E01032739,City of London 001F,Criminal damage and arson,Investigation complete; no suspect identified,
648e1aca4f3d7f5df60fcf2ed684a5e7435b7c30403254468e1c31263e3546f3,2013-02,City of London Police,City of London Police,-0.100179,51.514158,On or near Shopping Area,E01032739,City of London 001F,Criminal damage and arson,Investigation complete; no suspect identified,
2801c65abe207f1a4e98ae9cb510046948cbac2b1bba1f8559c3a7d8d5e2923f,2013-02,City of London Police,City of London Police,-0.099907,51.512031,On or near Queen Victoria Street,E01032739,City of London 001F,Criminal damage and arson,Investigation complete; no suspect identified,
8f86b67ef1386f55118885af9d435f7408af2cfdee86472ea800e5602bd8e739,2013-02,City of London Police,City of London Police,-0.086051,51.513569,On or near Finch Lane,E01032739,City of London 001F,Criminal damage and arson,Offender given penalty notice,
b858c1f2daee0701e6bd2979cd0fbaa8c2d68fcd4a70d89613ea9b0ea9e3cd58,2013-02,City of London Police,City of London Police,-0.096814,51.512952,On or near St Paul'S Church Yard,E01032739,City of London 001F,Criminal damage and arson,Investigation complete; no suspect identified,
8445ef7dea544c55f363d3e01a903c83846e6ea6b8ed0f71402585ab223c1b27,2013-02,City of London Police,City of London Police,-0.092719,51.512652,On or near Queen Victoria Street,E01032739,City of London 001F,Criminal damage and arson,Investigation complete; no suspect identified,
ad5242fc9a8f2733f19152dd6cb3e48683725cae5b97629db0d1cd731517f286,2013-02,City of London Police,City of London Police,-0.082628,51.518189,On or near Sun Street Passage,E01032739,City of London 001F,Criminal damage and arson,Investigation complete; no suspect identified,
c7a7941a3bb3eb78c3aad5f2d586ec3ac9d9813af98dff625cc909bf07ae304e,2013-02,City of London Police,City of London Police,-0.085014,51.509775,On or near Monument Street,E01032739,City of London 001F,Drugs,Offender given a caution,
4d7273060fc224a8580611aae6edb1a151b3940ff74479bfeaa378918357609d,2013-02,City of London Police,City of London Police,-0.082571,51.514753,On or near Great St Helen'S,E01032739,City of London 001F,Drugs,Offender fined,
cea91b41cca117cb82e0c89f472cc0131e0b83f7f0620cff05387b51adadbefe,2013-02,City of London Police,City of London Police,-0.101452,51.512650,On or near St Andrew'S Hill,E01032739,City of London 001F,Drugs,Offender given a drugs possession warning,
512f9a4adcd95b7a8ed734f0029b8162663195ecc53879a5d0ad517e5a12cf70,2013-02,City of London Police,City of London Police,-0.081620,51.516814,On or near Alderman'S Walk,E01032739,City of London 001F,Drugs,Offender given a drugs possession warning,
a1038557de83c482c58d2a73204b18441e3f01e573cda448ff68d1325f7e77b3,2013-02,City of London Police,City of London Police,-0.082571,51.514753,On or near Great St Helen'S,E01032739,City of London 001F,Drugs,Offender given a caution,
dec235555f9824b981779ce9702936bf8d7f85de178b0ee545ebff0a606cf029,2013-02,City of London Police,City of London Police,-0.082571,51.514753,On or near Great St Helen'S,E01032739,City of London 001F,Drugs,Offender fined,
69add5f9155feb8871c0e9379c50bd58b2975da5df24ad8fc24862e6b8e99ce5,2013-02,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Drugs,Offender given a caution,
be7100258615ac56845766a82c332790a4e30a58292c1b71b0fd27b6b4817ed4,2013-02,City of London Police,City of London Police,-0.086278,51.509876,On or near Fish Street Hill,E01032739,City of London 001F,Drugs,Offender given a drugs possession warning,
e1284e399dfc138b5ac8b3e3e3c39f0838f7929809be0fe32b164011673a7ed8,2013-02,City of London Police,City of London Police,-0.082571,51.514753,On or near Great St Helen'S,E01032739,City of London 001F,Drugs,Offender given penalty notice,
6ae72fe5a8f74e00b48fce0780e4057893cf01a21412bf9e591c33e6459317e9,2013-02,City of London Police,City of London Police,-0.096363,51.513377,On or near New Change,E01032739,City of London 001F,Drugs,Investigation complete; no suspect identified,
ad0f52af324129271d27abf8b0556c7d3d473a310d20784697f955dfdafbed62,2013-02,City of London Police,City of London Police,-0.080728,51.511611,On or near Supermarket,E01032739,City of London 001F,Drugs,Offender given a drugs possession warning,
042b520cd508a27c8235fd51eb9cac12ebfbee8e1ee2607258aae7f2fbbea6da,2013-02,City of London Police,City of London Police,-0.081938,51.513007,On or near Lime Street,E01032739,City of London 001F,Drugs,Offender given a drugs possession warning,
79563f0198e1a69b40dd76c88099c2dfe427a4d03ef498691897bd1962c9f47d,2013-02,City of London Police,City of London Police,-0.089040,51.512745,On or near Mansion House Place,E01032739,City of London 001F,Drugs,Investigation complete; no suspect identified,
d57f46b84f8f737254ea6bca10d30d869528ff944dc92b6847b03e6f0775f2a1,2013-02,City of London Police,City of London Police,-0.085257,51.511200,On or near Talbot Court,E01032739,City of London 001F,Drugs,Offender given a drugs possession warning,
121783179bc2c5cc353d359f6ee8dcc66a8c041d9cfb1a16128d4354cebfd5ca,2013-02,City of London Police,City of London Police,-0.085014,51.509775,On or near Monument Street,E01032739,City of London 001F,Drugs,Offender given a drugs possession warning,
ba49707d5f068d0d645af8954fb33c94e05bb3af379215cec252e54edc6e088d,2013-02,City of London Police,City of London Police,-0.086278,51.509876,On or near Fish Street Hill,E01032739,City of London 001F,Drugs,Offender given a drugs possession warning,
63157e9e5d775ddc76bdef4863c5be17a08e5d020fb8f13cb12d981fd7791619,2013-02,City of London Police,City of London Police,-0.086278,51.509876,On or near Fish Street Hill,E01032739,City of London 001F,Drugs,Offender given a drugs possession warning,
