Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Crime type,Last outcome category,Context
,2013-03,City of London Police,City of London Police,-0.116966,51.518098,On or near Race Track,E01000914,Camden 028B,Anti-social behaviour,,
,2013-03,City of London Police,City of London Police,-0.114954,51.518632,On or near Brownlow Street,E01000914,Camden 028B,Anti-social behaviour,,
f0a012b24a69992e09574310e8b2972c59cc308a10c3bc3fb4e966c20dc152f0,2013-03,City of London Police,City of London Police,-0.113274,51.516384,On or near Old Buildings,E01000914,Camden 028B,Other theft,Investigation complete; no suspect identified,
31b819c18e5383efb427a9a400b778354f488b10616b2509fffede870d5d5f45,2013-03,City of London Police,City of London Police,-0.111497,51.518226,On or near Pedestrian Subway,E01000914,Camden 028B,Other theft,Investigation complete; no suspect identified,
8d4361db5d4ea2c2c11ec7b5c414e44489fd6696801c923d87fad0ee42a8105e,2013-03,City of London Police,City of London Police,-0.113256,51.516824,On or near Old Square,E01000914,Camden 028B,Vehicle crime,Investigation complete; no suspect identified,
,2013-03,City of London Police,City of London Police,-0.097601,51.520699,On or near Carthusian Street,E01000001,City of London 001A,Anti-social behaviour,,
,2013-03,City of London Police,City of London Police,-0.097601,51.520699,On or near Carthusian Street,E01000001,City of London 001A,Anti-social behaviour,,
,2013-03,City of London Police,City of London Police,-0.097409,51.521145,On or near Goswell Road,E01000001,City of London 001A,Anti-social behaviour,,
,2013-03,City of London Police,City of London Police,-0.097409,51.521145,On or near Goswell Road,E01000001,City of London 001A,Anti-social behaviour,,
,2013-03,City of London Police,City of London Police,-0.097601,51.520699,On or near Carthusian Street,E01000001,City of London 001A,Anti-social behaviour,,
,2013-03,City of London Police,City of London Police,-0.097601,51.520699,On or near Carthusian Street,E01000001,City of London 001A,Anti-social behaviour,,
373f69580b80181304313bdd9c15d23bdc9525d32b1a6755052e8489ef86a9c0,2013-03,City of London Police,City of London Police,-0.098062,51.517577,On or near Montague Street,E01000001,City of London 001A,Criminal damage and arson,Offender given a caution,
4946e91440c2b71bf73f14ccafcc014c30581faeb07f0b9aac48190afa03f3b6,2013-03,City of London Police,City of London Police,-0.097409,51.521145,On or near Goswell Road,E01000001,City of London 001A,Drugs,Offender given a drugs possession warning,
d1067034306865e56bc444373bae0456062e289cd07cfeb766c7d2ecf0e06bd2,2013-03,City of London Police,City of London Police,-0.097409,51.521145,On or near Goswell Road,E01000001,City of London 001A,Drugs,Court result unavailable,
2dcd6639417e33f719a889be07a74ccdb22e59fb4109bb72363b22cad45ffc82,2013-03,City of London Police,City of London Police,-0.098062,51.517577,On or near Montague Street,E01000001,City of London 001A,Other theft,Investigation complete; no suspect identified,
70d140a0490c1d030ebf47cce7bd7058a35615e74b98d563b65106c1e04f1cf8,2013-03,City of London Police,City of London Police,-0.097736,51.520206,On or near Conference/Exhibition Centre,E01000001,City of London 001A,Other theft,Investigation complete; no suspect identified,
53fa0859f67ea4d71a4b6c3287d20229c2f737f3aaa9da653b2e4e707f1e1393,2013-03,City of London Police,City of London Police,-0.097601,51.520699,On or near Carthusian Street,E01000001,City of London 001A,Other theft,Investigation complete; no suspect identified,
e1cd4f1c7e2f52058b272ff2b6ba12deecb7b86a7ae96ed3e97d5f374ce97d26,2013-03,City of London Police,City of London Police,-0.098062,51.517577,On or near Montague Street,E01000001,City of London 001A,Other theft,Under investigation,
d5c9dd6a305fac468d923acc31adc392235c4456a334c5d1da4858a4edec03ff,2013-03,City of London Police,City of London Police,-0.097736,51.520206,On or near Conference/Exhibition Centre,E01000001,City of London 001A,Other theft,Investigation complete; no suspect identified,
beec2e8df6e70d1126d70d5f5c4da7c63d50336ef862b4370f7eb02596d3b18c,2013-03,City of London Police,City of London Police,-0.097601,51.520699,On or near Carthusian Street,E01000001,City of London 001A,Other theft,Investigation complete; no suspect identified,
6e6c9ee536da5f224265256afa017ab2d87751c15c2f670c5780ffe92294f98a,2013-03,City of London Police,City of London Police,-0.098062,51.517577,On or near Montague Street,E01000001,City of London 001A,Other theft,Investigation complete; no suspect identified,
52ce534e083236be4c459a7052bc7a1749b4e4043e04664033f285b9309a6430,2013-03,City of London Police,City of London Police,-0.098062,51.517577,On or near Montague Street,E01000001,City of London 001A,Other theft,Investigation complete; no suspect identified,
8d10acca670d98cc50b4a819b744dc48501b5a3712f9e1721de08d1e7f8b0348,2013-03,City of London Police,City of London Police,-0.098642,51.517146,On or near Little Britain,E01000001,City of London 001A,Other theft,Investigation complete; no suspect identified,
bdbfc626d4e32a5012d1ceee16e7abba5c63191d876700637dcbcfc2bc437328,2013-03,City of London Police,City of London Police,-0.097601,51.520699,On or near Carthusian Street,E01000001,City of London 001A,Public disorder and weapons,Investigation complete; no suspect identified,
f9e0d317ad115e304e3a56fcc407cf405e7f71854bd3e64f3c9ebbed52306167,2013-03,City of London Police,City of London Police,-0.097223,51.515225,On or near St Martin'S Le Grand,E01000001,City of London 001A,Shoplifting,Offender sent to prison,
132554dfc54b2b40f2f2b0a4d3c670c09c754ae3e34a0114630c8a321588f176,2013-03,City of London Police,City of London Police,-0.097223,51.515225,On or near St Martin'S Le Grand,E01000001,City of London 001A,Shoplifting,Offender sent to prison,
e6c718c78edfbddbf4f0bd6a403aeb2fcd9fe8a2e3d33c3d22038f168c1b4856,2013-03,City of London Police,City of London Police,-0.097053,51.518262,On or near Aldersgate Street,E01000001,City of London 001A,Vehicle crime,Investigation complete; no suspect identified,
3f542718033b2c1aea424601648af84ecfb8feaafdb0bf5c4076d6185df36e65,2013-03,City of London Police,City of London Police,-0.098642,51.517146,On or near Little Britain,E01000001,City of London 001A,Violent crime,Investigation complete; no suspect identified,
1a3c4b9c26b958d8adcb966d6e0db41a9ed78a831cd06289bff7de3a7b7de2e5,2013-03,City of London Police,City of London Police,-0.097601,51.520699,On or near Carthusian Street,E01000001,City of London 001A,Violent crime,Investigation complete; no suspect identified,
5f5f9223b1379405bfdde7e695e42297a3281c1880647598b58090c6820f3e78,2013-03,City of London Police,City of London Police,-0.097277,51.515307,On or near St Martin'S Le Grand,E01000001,City of London 001A,Violent crime,Investigation complete; no suspect identified,
,2013-03,City of London Police,City of London Police,-0.093919,51.519812,On or near Parking Area,E01000002,City of London 001B,Anti-social behaviour,,
,2013-03,City of London Police,City of London Police,-0.091440,51.519807,On or near Silk Street,E01000002,City of London 001B,Anti-social behaviour,,
,2013-03,City of London Police,City of London Police,-0.093919,51.519812,On or near Parking Area,E01000002,City of London 001B,Anti-social behaviour,,
,2013-03,City of London Police,City of London Police,-0.089596,51.518743,On or near New Union Street,E01000002,City of London 001B,Anti-social behaviour,,
,2013-03,City of London Police,City of London Police,-0.089596,51.518743,On or near New Union Street,E01000002,City of London 001B,Anti-social behaviour,,
,2013-03,City of London Police,City of London Police,-0.093948,51.518077,On or near Monkwell Square,E01000002,City of London 001B,Anti-social behaviour,,
9f871a30feea4303f2437d6635de01535622a9130d173c3ca1842ade58efdd83,2013-03,City of London Police,City of London Police,-0.093933,51.519812,On or near Conference/Exhibition Centre,E01000002,City of London 001B,Other theft,Investigation complete; no suspect identified,
deffbd13b305f58da8b51d1026d47c6b48b9aa63e01bbbf4aca738e944cadf7e,2013-03,City of London Police,City of London Police,-0.092297,51.518949,On or near Park/Open Space,E01000002,City of London 001B,Other theft,Investigation complete; no suspect identified,
d75a009d698915b6a4476efae9785cde9e2ac0cb191f0628839c133103d4338e,2013-03,City of London Police,City of London Police,-0.092297,51.518949,On or near Park/Open Space,E01000002,City of London 001B,Other theft,Investigation complete; no suspect identified,
135df2359b59efa8721cc93c923db7190cb8a58fd8860d0c59106bb4017405a3,2013-03,City of London Police,City of London Police,-0.090348,51.519358,On or near Moor Lane,E01000002,City of London 001B,Other theft,Investigation complete; no suspect identified,
7e9b36e8992e896a90a5b28fbb2d6f9bc889d4336830d42f64d21b3d5dad0332,2013-03,City of London Police,City of London Police,-0.092297,51.518949,On or near Park/Open Space,E01000002,City of London 001B,Other theft,Investigation complete; no suspect identified,
ccb2f29da2139bfe79aff58dd485486653bb482a94871d83b6e46dc72b3b4b05,2013-03,City of London Police,City of London Police,-0.090348,51.519358,On or near Moor Lane,E01000002,City of London 001B,Other theft,Investigation complete; no suspect identified,
04b4aa25ae5d9dd7f503a85db5c7f3eca1ed49d83a91cac884ab72d27776874a,2013-03,City of London Police,City of London Police,-0.088621,51.518619,On or near Moorfields,E01000002,City of London 001B,Shoplifting,Court result unavailable,
89ee43619d4aa78ccc703aa67ace135203eb052e77c7bd61d3541c4ba5aeb5be,2013-03,City of London Police,City of London Police,-0.088621,51.518619,On or near Moorfields,E01000002,City of London 001B,Shoplifting,Investigation complete; no suspect identified,
edac9db00361201108022a14349fdc92fb88c3abba1f0fa91c6ec983de288e9f,2013-03,City of London Police,City of London Police,-0.088621,51.518619,On or near Moorfields,E01000002,City of London 001B,Shoplifting,Investigation complete; no suspect identified,
1269715d23e1082e2f0e0c51565a9aa88e5b6104196ab3bc3eb1cf3fe114fe71,2013-03,City of London Police,City of London Police,-0.093845,51.518462,On or near Park/Open Space,E01000002,City of London 001B,Vehicle crime,Investigation complete; no suspect identified,
59a1137825dc318ad60091eb560ba3bf1785c8889cf59054a7dc58b51147677d,2013-03,City of London Police,City of London Police,-0.090348,51.519358,On or near Moor Lane,E01000002,City of London 001B,Violent crime,Offender given community sentence,
56908192c21eba29f3b7bdbf1004e7e179226a3eac626086613fcc9ebbcc7e02,2013-03,City of London Police,City of London Police,-0.093933,51.519812,On or near Conference/Exhibition Centre,E01000002,City of London 001B,Violent crime,Investigation complete; no suspect identified,
