lsoa,post12,post24
E01001764,9.819617038,9.819617038
E01001767,16.7688474,16.7688474
E01002935,24.15966,24.15966
E01002934,23.47684753,23.47684753
E01001769,9.312413224,9.312413224
E01002933,19.38970627,19.38970627
E01001768,14.47571116,14.47571116
E01002932,16.9367313,35.72769466
E01002938,26.29436067,26.29436067
E01002939,60,33
E01002937,18.58747993,18.58747993
E01002292,57,264
E01002291,63,61
E01002290,51,54
E01002293,45,37.5
E01002294,60,274
E01002295,58.5,265
E01002296,51,600
E01001750,23.43814677,28.42785623
E01002297,63,274
E01002298,66,49.5
E01002299,61.5,51
E01001754,19.09572337,30.61454063
E01001753,19.32716592,30.33689836
E01001752,16.10198421,26.98556521
E01002920,27.40796798,39.70679836
E01001751,25.09821622,25.09821622
E01001758,18.89732435,18.89732435
E01002922,28.39188274,28.39188274
E01001757,19.82886545,19.82886545
E01002921,24.96310624,24.96310624
E01001756,20.92001023,20.92001023
E01002924,34.77110536,34.77110536
E01001755,15.28678826,29.48464536
E01002923,30.04407157,30.04407157
E01002925,35.60204879,35.60204879
E01002926,27.22803135,31.46629307
E01001759,14.7065539,14.7065539
E01002927,14.90766616,39.99775583
E01002928,9.457711483,49.5
E01002929,8.15712404,49
E01002266,55.5,54
E01002267,48,61.5
E01002264,42,55.5
E01002265,51,49.5
E01002262,56,49.5
E01002263,46.5,64.5
E01002260,48,58
E01002261,33,45
E01001745,7.927753344,7.927753344
E01002913,16.78740278,37.46243706
E01001744,21.87931744,21.87931744
E01002912,21.08848578,39.11636102
E01001747,9.378596015,9.378596015
E01002911,25.35528138,38.33422209
E01001746,11.07618209,11.07618209
E01002910,26.13210736,42
E01001741,8.028756266,8.028756266
E01001740,9.22103163,9.22103163
E01002268,46,57
E01001742,9.666027061,9.666027061
E01002269,48,62
E01002918,25.9604331,49
E01002919,31.80735395,40.5
E01001748,14.4844543,14.4844543
E01002916,42,36
E01001749,20.22198715,20.22198715
E01002917,33.15705669,40.5
E01002914,20.89458524,36
E01002915,32.46569726,55.5
E01002270,39.65027432,39.65027432
E01002275,60,49
E01002276,64.5,61
E01002277,60,49.5
E01002278,42,31.5
E01002271,63,53
E01002272,24.84108642,24.84108642
E01002273,60,57
E01002274,33.27054928,33.27054928
E01001736,6.12128464,6.12128464
E01002900,18.15351182,34.35010773
E01001735,28.50158488,28.50158488
E01001734,25.17507501,25.17507501
E01002902,8.363374699,37.48039146
E01001733,34.55802442,34.55802442
E01002901,10.38956089,38.19326089
E01001732,28.86639098,28.86639098
E01002279,40.5,30
E01001731,30.01691228,30.01691228
E01001730,32.94404558,32.94404558
E01002907,28.0425863,34.11369067
E01002908,29.50304696,30.81595135
E01002909,21.7880344,21.7880344
E01001739,10.99262957,10.99262957
E01002903,14.93072392,37.5
E01002904,24.53778752,34.60248353
E01001737,12.30968633,12.30968633
E01002905,22.74206301,26.54970951
E01001738,14.09200128,14.09200128
E01002906,24.76349004,28.89565195
E01002281,48,37.5
E01002280,33,24
E01002974,22.30086618,22.30086618
E01002249,22.16114229,22.16114229
E01002975,27.30935664,55.5
E01002248,28.43218973,28.43218973
E01002972,16.51889151,16.51889151
E01001720,21.30995075,23.81357305
E01002247,21.93216086,21.93216086
E01002973,20.68364756,30.69915024
E01002246,28.49460748,28.49460748
E01002978,9.286637261,34.5
E01001722,16.91259386,16.91259386
E01002979,16.6303717,46.5
E01001723,14.23097691,14.23097691
E01002976,12.61474317,47
E01001724,14.41459564,14.41459564
E01002977,19.98378714,43.5
E01001725,20.57099141,20.57099141
E01002241,29.74107531,29.74107531
E01002240,14.80839584,14.80839584
E01002970,24.97773793,24.97773793
E01002245,16.36831412,16.36831412
E01002971,15.86854563,15.86854563
E01002244,20.26324465,20.26324465
E01002243,12.25315232,12.25315232
E01002242,30.07461287,30.07461287
E01033698,25.37653566,25.37653566
E01033699,13.0355077,13.0355077
E01001727,20.19887968,20.19887968
E01001726,19.76215019,19.76215019
E01001729,34.38796829,34.38796829
E01001728,19.30906256,19.30906256
E01002961,11.45261815,36
E01002258,49.5,290
E01003304,4.967579338,30.83543553
E01002962,15.17065519,37.13930131
E01002257,64.5,253
E01001710,31.5,28.5
E01003305,17.0384584,20.62897566
E01002963,4.107314474,45
E01003302,18.93749401,18.93749401
E01002964,8.739406068,8.739406068
E01002259,59,600
E01003303,3.091693684,34.25329659
E01002965,8.548537998,8.548537998
E01001713,46.5,24
E01003308,25.78946946,37.5
E01002966,20.04169853,20.04169853
E01001714,26.42842225,26.60321994
E01003309,33.34746535,54
E01002967,15.78114006,15.78114006
E01001711,45,22.5
E01002968,4.498350054,4.498350054
E01001712,31.5,21
E01003307,30.77660866,42
E01002250,36.42167884,36.42167884
E01002252,48,293
E01002251,36.31221767,36.31221767
E01002254,46,293
E01003300,5.655927741,31.76993639
E01002253,49,51
E01003301,11.07529083,26.16359379
E01002256,49,290
E01002960,22.80059931,31.78078549
E01002255,61,268
E01001718,16.96221543,28.9349341
E01002969,19.86147882,19.86147882
E01001717,23.5022377,24.62352084
E01001716,19.07299888,30.04617299
E01001715,22.46931807,28.373033
E01001719,21.11066192,21.11066192
E01002956,49.5,28.5
E01001700,24.29042463,24.29042463
E01002957,34.47220678,38.21812097
E01001701,42,33
E01002954,28.71432735,28.71432735
E01001702,34.77455692,34.77455692
E01002229,49,72
E01002955,42,34.5
E01001703,26.81290299,26.81290299
E01002228,45,78
E01002952,30.27327305,40.5
E01002227,40.5,83
E01002953,22.87879407,31.5
E01002226,46.5,72
E01002950,47,36
E01002225,54,52
E01002951,32.01399894,32.01399894
E01002224,52,45
E01002223,45,52.5
E01002222,47,37.5
E01002221,39.74325739,39.74325739
E01002220,45,43.5
E01001709,46.5,24
E01001708,37.5,39
E01001705,39.0020924,39.0020924
E01001704,21.79318676,21.79318676
E01002959,18.50524841,34.5
E01002958,8.456241571,50
E01001706,39,30
E01002943,50,34.5
E01002944,61.5,43.5
E01002239,31.00207596,31.00207596
E01002945,54,25.5
E01002946,53,33
E01002236,33.582667,33.582667
E01002940,46,27
E01002235,38.48203768,38.48203768
E01002941,46,21
E01002238,22.043459,22.043459
E01002942,51,31.5
E01002237,13.25471491,13.25471491
E01002232,33,46.5
E01002231,28.5,60
E01002234,38.80353164,38.80353164
E01002233,37.27253054,37.27253054
E01002230,51,91
E01002948,52,48
E01002947,54,31.5
E01002949,60,33
E01003330,29.71853545,48
E01004455,45,21
E01004456,38.81320287,38.81320287
E01004453,34.67681552,34.67681552
E01004454,37.70254219,37.70254219
E01003334,21.90414202,51
E01004451,26.27804335,26.27804335
E01003333,24.92559208,51
E01004452,31.93031625,31.93031625
E01003332,24.08060428,50
E01002200,47,51
E01003331,24.69051594,46
E01004450,33.61595835,33.61595835
E01002201,53,54
E01003338,17.07019598,17.07019598
E01002202,49,49
E01003337,34.79939267,34.79939267
E01002203,47,55
E01003336,32.45399146,33.15640032
E01002204,43.5,49.5
E01003335,22.74732944,49
E01004459,49,60
E01002206,36.81357089,36.81357089
E01002207,45,116
E01004457,46,34.5
E01002208,54,109
E01003339,17.96758333,17.96758333
E01004458,34.5,48
E01002209,42,101
E01004442,47,46
E01004443,40.5,45
E01003341,21.04698856,22.28178504
E01004444,43.5,52.5
E01003340,14.68886147,25.23154046
E01004445,48,61.5
E01003343,19.66790947,19.66790947
E01002211,35.51752149,35.51752149
E01003342,26.93770658,27.16836392
E01002212,60,48
E01003345,26.12065918,31.41065871
E01004440,40.5,52.5
E01003344,19.55926976,28.43128258
E01002210,46.5,104
E01004441,37.78157058,37.78157058
E01003347,20.3849939,50
E01002215,50,58.5
E01003346,22.75854688,46
E01002216,45,116
E01003349,32.41273658,46.5
E01002213,28.73484121,28.73484121
E01003348,7.060413249,40.5
E01002214,45,114
E01002219,32.56039236,32.56039236
E01004446,40.5,50
E01004447,46,52.5
E01002217,32.30141918,32.30141918
E01004448,54,47
E01002218,38.25144461,38.25144461
E01004449,46,51
E01004481,30.24301218,45
E01004480,28.63997801,28.63997801
E01003312,28.30749262,34.5
E01004473,32.7490178,32.7490178
E01003311,24.57812894,28.5
E01004474,32.71368723,32.71368723
E01003310,37.42089203,48
E01024147,48,25.5
E01004471,45,51
E01004472,26.69616304,26.69616304
E01004477,18.92279296,18.92279296
E01004478,16.93338692,16.93338692
E01004475,28.36000386,38.08117131
E01004476,23.39562842,23.39562842
E01003319,22.77387226,30.80557178
E01003318,21.79397292,34.65546852
E01004479,22.77855144,22.77855144
E01003317,29.34831115,32.02790593
E01003316,33.03540104,43.5
E01003315,37.58571362,42
E01024146,35.90288924,35.90288924
E01003314,27.11725061,39
E01003313,27.85764329,48
E01024144,58,25.5
E01004470,43.5,49.5
E01004460,37.5,30
E01003321,24.75755064,37.5
E01004461,31.77684109,47
E01003320,25.43457171,28.46086056
E01004462,47,31.5
E01003323,22.4348071,22.4348071
E01004463,47,31.5
E01003322,22.44553363,22.44553363
E01004464,37.5,58.5
E01004465,45,63
E01004466,48,58.5
E01004467,45,46
E01004468,47,50
E01003329,26.77215411,47
E01024151,51,106
E01004469,54,54
E01003328,17.37162188,49.5
E01024152,54,99
E01024153,57,101
E01003325,25.90429879,25.90429879
E01003324,26.46247671,26.46247671
E01003327,17.6419544,61.5
E01003326,19.81202114,48
E01003381,29.7542309,29.7542309
E01003380,18.50719959,18.50719959
E01004419,49,27
E01004418,37.96041871,37.96041871
E01003379,9.079555687,36
E01004417,32.08939588,32.08939588
E01004416,31.18399307,31.18399307
E01004415,20.2776081,20.2776081
E01004414,23.43357715,23.43357715
E01004413,22.45298892,22.45298892
E01004412,46,46.5
E01003373,13.01908165,39.21974206
E01004411,40.5,45
E01003374,3.373342038,28.5
E01004410,46.5,49.5
E01003371,33.3563507,33.3563507
E01003372,32.84545896,39.3888729
E01003377,17.79686212,34.31822364
E01003378,10.52736554,36
E01003375,13.09134435,48
E01003376,20.56374725,31.27039434
E01003390,13.88120053,30
E01003392,24.83629657,48
E01003391,21.0937025,47
E01024180,49,52
E01004407,46.5,60
E01004406,49.5,39
E01004409,45,45
E01004408,47,31.5
E01004403,45,31.5
E01004402,45,46
E01004405,51,54
E01004404,36.41198441,52
E01003382,24.41224191,24.41224191
E01003383,4.87440777,4.87440777
E01004401,25.12970917,47
E01003384,7.373762239,7.373762239
E01004400,39.04253029,52
E01003385,11.30260112,11.30260112
E01003386,20.0136096,43.5
E01003387,17.07162151,45
E01003388,15.12457888,39
E01003389,10.26093695,40.5
E01004438,46.5,49.5
E01024186,57,39
E01004437,43.5,50
E01004436,600,600
E01004435,45,51
E01024183,64,600
E01003359,20.98709366,20.98709366
E01003357,20.42791985,20.42791985
E01003358,7.405931491,7.405931491
E01004439,61.5,52
E01003355,11.88138795,11.88138795
E01004430,45,46
E01003356,19.06671453,19.06671453
E01003353,11.76164167,33
E01003354,29.86691372,46
E01003351,26.78241965,45
E01004434,46,49
E01003352,0.412243498,30
E01004432,55,54
E01003350,14.50132249,43.5
E01033602,6.839063262,36.61531831
E01033603,6.173950903,31.59408049
E01003370,30.48016194,30.48016194
E01033600,16.08017481,31.56036451
E01033601,8.608736062,35.62863933
E01004425,45,49
E01004424,47,50
E01004427,50,47
E01004426,48,49.5
E01004429,51,55
E01003368,28.91470919,38.48348642
E01004428,43.5,52
E01003369,27.5261397,27.5261397
E01003364,38.37858388,54
E01003365,35.14036598,35.14036598
E01003366,30.0712391,30.0712391
E01033608,18.82983061,32.47278444
E01003367,27.43102971,27.43102971
E01004421,47,47
E01033607,19.84998389,19.84998389
E01003360,15.43567722,15.43567722
E01004420,49.5,46
E01033606,18.24228684,18.24228684
E01003361,27.56768344,27.56768344
E01004423,48,48
E01033605,6.448052511,38.66581027
E01003362,34.88927372,34.88927372
E01004422,39.85347014,39.85347014
E01033604,3.096255334,34.69859268
E01003363,39.31803944,39.31803944
E01000220,11.81437757,46
E01000221,23.85756337,37.5
E01000226,34.98367109,34.98367109
E01000227,45,53
E01000228,59,65
E01000229,43.5,39
E01000222,23.05334968,33
E01000223,32.34643343,51
E01000224,27.4092262,46
E01000225,12.70114342,39.9109766
E01000231,42,52
E01003299,13.86590772,23.00633611
E01000232,37.5,34.5
E01003298,11.15385001,29.2129397
E01000230,34.5,31.5
E01003295,26.12205788,26.12205788
E01003297,19.88663512,25.65586748
E01003296,6.658360752,6.658360752
E01000239,10.49591538,10.49591538
E01000237,24.13314619,24.13314619
E01000238,20.15321707,31.73574467
E01000235,26.67525025,26.67525025
E01000236,16.70057735,34.3030444
E01000233,36.72482366,36.72482366
E01000234,35.48177513,35.48177513
E01003286,27.61231821,27.61231821
E01003285,30.38224057,30.38224057
E01003284,16.04113845,16.04113845
E01003283,18.98674435,18.98674435
E01003288,6.537897477,6.537897477
E01003287,23.88342087,23.88342087
E01000200,27.47181571,37.74905372
E01000201,20.34477746,37.93504237
E01000202,24.04053624,63
E01000203,21.41490674,53
E01000204,37.02581279,49
E01000205,15.55947434,48
E01000206,23.77692177,66
E01000207,15.71282864,54
E01000209,8.114112936,52
E01000208,31.84332731,48
E01003292,18.90895587,18.90895587
E01003293,18.67803702,18.67803702
E01003290,14.22765921,14.22765921
E01003291,15.63386735,15.63386735
E01003273,12.25765739,12.25765739
E01003272,25.60603598,25.60603598
E01003275,22.3228285,22.3228285
E01003274,17.15316027,17.15316027
E01003277,16.90914244,16.90914244
E01000210,22.89787016,50
E01003276,21.81931994,21.81931994
E01003279,11.30214389,11.30214389
E01003278,11.69276198,11.69276198
E01000213,21.04550614,47
E01000214,13.49953384,46
E01000211,10.04333626,49
E01000212,7.344850679,51
E01000217,7.09944904,47
E01000218,8.60215935,47
E01000215,10.61248916,53
E01000216,2.488598291,66
E01000219,15.44639314,61.5
E01003280,35.94228914,35.94228914
E01003281,28.49314431,28.49314431
E01003282,11.30999908,11.30999908
E01004369,62,64.5
E01000267,48,60
E01000266,50,73
E01000269,46,68
E01000268,51,75
E01004364,46,48
E01000263,40.5,37.5
E01004363,45,46
E01000262,51,58
E01000265,51,52.5
E01004362,47,51
E01000264,38.07981434,38.07981434
E01004361,22.29460806,22.29460806
E01004368,63,50
E01004367,45,61.5
E01004366,47,50
E01000261,48,53
E01004365,51,45
E01000260,15.98655079,15.98655079
E01004370,50,61
E01004371,61.5,47
E01000279,47,63
E01000278,48,70
E01000277,45,63
E01004373,46,56
E01000276,58.5,73
E01004372,47,50
E01000275,48,74
E01004375,43.5,56
E01000274,48,55.5
E01004374,49,51
E01000273,48,69
E01004377,48,67
E01000272,49,84
E01004376,42,51
E01000271,48,71
E01004379,35.47865866,35.47865866
E01000270,48,76
E01004378,45,52
E01004380,49,69
E01004381,40.5,33
E01004382,40.5,37.5
E01000245,24.92909197,24.92909197
E01000244,15.79166361,15.79166361
E01000247,63,55
E01000246,50,63
E01000249,50,86
E01000248,50,77
E01004389,17.29035924,17.29035924
E01004388,36.87129856,36.87129856
E01004387,32.30683184,32.30683184
E01000241,16.50428836,16.50428836
E01004386,27.65558483,27.65558483
E01000240,11.08030518,11.08030518
E01004385,35.3748112,35.3748112
E01000243,22.52013419,22.52013419
E01004384,17.3231489,17.3231489
E01000242,25.67279488,25.67279488
E01004383,46,42
E01004392,47,46
E01004393,33.41508048,50
E01004390,21.26259782,21.26259782
E01004391,26.02878266,48
E01000258,31.60763075,31.60763075
E01000257,48,50
E01000256,23.63783293,23.63783293
E01000255,37.08549091,37.08549091
E01000259,27.10970462,27.10970462
E01004399,45,42
E01000250,47,74
E01004398,34.10811152,54
E01004395,29.59297328,53
E01000254,56,87
E01004394,38.21217606,45
E01000253,55,52
E01004397,46.5,61
E01000252,46,75
E01004396,38.36052602,49
E01000251,50,48
E01000290,58,54
E01000282,45,67
E01000283,55.5,77
E01000280,48,76
E01000281,49,68
E01002982,19.03511834,46
E01000286,57,62
E01002981,18.92200412,46
E01000287,59,71
E01002980,22.70098015,40.5
E01000284,48,59
E01000285,58,95
E01002986,18.45597966,42
E01002985,12.33213855,46
E01002984,11.5961854,42
E01000288,46,72
E01002983,19.83017724,46
E01000289,47,74
E01002989,22.58187135,22.58187135
E01002988,26.39879008,26.39879008
E01002987,22.64965741,22.64965741
E01000291,51,82
E01000292,50,73
E01000293,49,72
E01000294,53,80
E01000295,37.41987208,47
E01002991,17.74466052,17.74466052
E01000296,46.5,64.5
E01002990,18.13398786,18.13398786
E01000297,35.95522996,69
E01002993,30.99319952,30.99319952
E01000298,51,55
E01002992,23.04565896,23.04565896
E01000299,52.5,54
E01002995,35.40096916,35.40096916
E01002994,43.5,19.5
E01002997,37.5,27
E01002996,37.5,34.5
E01002999,29.06219476,29.06219476
E01002998,33,37.5
E01001799,20.92787761,20.92787761
E01001795,25.65422657,25.65422657
E01001796,29.75702506,29.75702506
E01001798,21.92621084,21.92621084
E01001791,37.89568274,37.89568274
E01001792,22.85516046,22.85516046
E01001793,27.27208686,27.27208686
E01001794,22.75432508,22.75432508
E01001790,47,46
E01001773,22.384461,25.90580882
E01001774,19.15956159,19.15956159
E01001775,16.88151748,16.88151748
E01001776,19.3848221,23.9858546
E01001777,15.65735888,24.90508538
E01001779,3.767938748,19.64530539
E01002197,48,73
E01002196,33,51
E01002195,58.5,115
E01002194,49.5,43.5
E01001770,16.90766923,16.90766923
E01002199,39.27443091,39.27443091
E01001772,25.52441487,25.52441487
E01002198,63,48
E01002190,55.5,54
E01002191,54,113
E01002192,43.5,40.5
E01002193,43.5,25.5
E01001786,49,50
E01001787,33.55868269,33.55868269
E01001784,11.28085307,29.44040039
E01001785,39.25036353,39.25036353
E01001788,38.41282593,38.41282593
E01001789,32.66104784,32.66104784
E01002184,33.20602308,33.20602308
E01002183,33.99995456,33.99995456
E01002186,33,55.5
E01002185,47,63
E01002188,51,51
E01001782,8.866603692,18.81702123
E01002187,46,52.5
E01001783,6.646979162,22.57825753
E01001780,7.383975583,28.69932462
E01002189,42,37.5
E01001781,10.75129085,25.86757561
E01000056,52.5,132
E01000760,19.86094184,33
E01000055,46,123
E01000054,47,124
E01001100,39,36
E01000053,40.5,127
E01001101,61,62
E01000052,15.37281348,15.37281348
E01000051,4.700464235,4.700464235
E01000050,7.13321746,7.13321746
E01000767,29.84041002,33.3377513
E01001106,42,42
E01000768,24.07772922,24
E01001107,54,51
E01000765,38.88443167,38.88443167
E01001108,43.5,47
E01000766,22.54439552,34.16869881
E01001109,29.1331228,29.1331228
E01000763,20.74570889,20.74570889
E01001102,51,69
E01000764,23.61269477,23.61269477
E01000059,46,121
E01001103,37.5,37.5
E01000761,27.22014525,42
E01000058,48,124
E01001104,57,58
E01000762,14.51549141,14.51549141
E01000057,42,118
E01001105,40.5,40.5
E01000769,22.73004801,43.5
E01000043,21.08960915,21.08960915
E01000042,27.60227369,27.60227369
E01000045,31.67588147,31.67588147
E01000770,38.64114209,33
E01000044,10.62568124,10.62568124
E01000771,29.57416308,33
E01000041,37.27955595,37.27955595
E01000040,17.94528104,17.94528104
E01000777,34.44860877,37.5
E01000778,38.47225598,33
E01000779,28.74471233,47
E01000772,35.4189967,35.4189967
E01000046,45,125
E01000773,36.67353768,37.5
E01000049,12.30386157,12.30386157
E01000774,33.96506544,36
E01000048,9.25202,9.25202
E01000775,27.98627868,43.5
E01000074,39,49
E01000073,38.54779526,38.54779526
E01000072,33.06527646,33.06527646
E01000071,20.85510261,20.85510261
E01000078,37.5,47
E01000781,34.81634735,51
E01001120,47,45
E01000077,31.5,47
E01000782,38.6883092,45
E01001121,48,57
E01000076,42,130
E01001122,35.69499263,35.69499263
E01000075,47,49
E01000780,30.52152672,61.5
E01001123,49,52.5
E01000785,45,58.5
E01001124,47,48
E01000786,58,51
E01001125,45,34.5
E01000783,24,51
E01001126,58.5,46.5
E01000079,49,130
E01000784,39,51
E01001127,22.15864856,49.5
E01000789,47,52
E01001128,14.0747106,45
E01001129,25.12913037,43.5
E01000787,47,58.5
E01000788,49,42
E01000080,40.5,52
E01000081,57,52
E01000061,31.5,33
E01000060,42,40.5
E01000063,39,37.5
E01000062,55,49
E01000790,39,28.5
E01001111,47,39
E01000065,42,51
E01000791,50,54
E01001112,48,48
E01000064,37.5,53
E01000792,49,53
E01000067,27.56708724,27.56708724
E01000793,53,48
E01001110,22.1969025,22.1969025
E01000066,31.1042228,31.1042228
E01000794,54,51
E01001115,30.03979641,30.03979641
E01000069,23.03813426,23.03813426
E01000795,49,53
E01001116,31.59097506,31.59097506
E01000068,12.71609278,12.71609278
E01000796,6.396035914,37.5
E01001113,39.12543275,39.12543275
E01000797,14.43989606,43.5
E01001114,35.93301409,35.93301409
E01000798,3.474921276,30
E01001119,45,61.5
E01000799,4.68734709,30
E01001117,27.96779375,27.96779375
E01001118,25.62105418,25.62105418
E01000070,18.36001541,18.36001541
E01002319,27.2857941,27.2857941
E01000724,54,66
E01002318,34.2723359,34.2723359
E01000723,49,58
E01002317,25.47726124,25.47726124
E01000722,34.5,33
E01002316,40.5,30
E01000721,53,63
E01002315,25.5,15
E01000720,57,55
E01002314,34.5,24
E01002313,42,33
E01002312,27,51
E01002311,33.90831955,33.90831955
E01000099,27,25.5
E01002310,38.0988415,38.0988415
E01000097,30,28.5
E01000098,28.5,24
E01000095,36,31.5
E01000096,38.3909479,38.3909479
E01000093,26.37749717,26.37749717
E01000094,33,30
E01000729,28.5,63
E01000727,40.5,40.5
E01000728,50,63
E01000725,40.5,42
E01000726,51,52.5
E01000733,40.5,54
E01002306,36,46.5
E01000732,54,57
E01002305,49,49.5
E01000735,36.32794897,75
E01002308,42,54
E01000734,52,70
E01002307,42,37.5
E01002302,33,30
E01002301,40.5,37.5
E01000731,47,51
E01002304,52.5,600
E01000730,34.5,37.5
E01002303,35.64199684,35.64199684
E01000086,50,119
E01000087,31.5,77
E01000088,45,111
E01002300,57,60
E01000089,49.5,57
E01000082,57,48
E01000083,37.5,49
E01000084,51,114
E01000085,51,120
E01000090,600,600
E01000092,37.44800155,37.44800155
E01000091,33.65265441,33.65265441
E01000736,49.5,55
E01002309,35.19316803,35.19316803
E01000737,43.5,61.5
E01000738,30,73
E01000739,34.5,49.5
E01002337,19.72908366,19.72908366
E01000742,11.63717009,46
E01002336,22.17628221,22.17628221
E01000741,20.06481364,43.5
E01002335,24.87315933,24.87315933
E01000740,18.8116691,51
E01002334,24.19507759,24.19507759
E01000746,24.73699782,40.5
E01000745,17.4356123,49
E01002339,10.54185456,10.54185456
E01000744,18.93393843,46.5
E01002338,19.32266774,19.32266774
E01000743,14.52060757,33
E01002333,26.5270467,26.5270467
E01002332,32.74879807,32.74879807
E01002331,61.5,52.5
E01002330,30.85848907,30.85848907
E01000749,48,600
E01000747,31.5,37.5
E01000748,64,59
E01000751,40.5,61.5
E01002324,39.64698308,39.64698308
E01000750,49.5,56
E01002323,31.83756502,31.83756502
E01000753,50,42
E01002326,37.2463015,37.2463015
E01000752,30,61.5
E01002325,36.21491137,36.21491137
E01000755,47,39
E01002328,23.41728305,23.41728305
E01001801,16.3856503,16.3856503
E01000754,43.5,36
E01002327,30.25602794,30.25602794
E01001802,18.43317186,18.43317186
E01000757,46,37.5
E01000756,43.5,52.5
E01002329,24.38227742,24.38227742
E01001800,18.34754747,18.34754747
E01002320,27.68096836,27.68096836
E01002322,37.5,55.5
E01002321,35.00117264,35.00117264
E01000758,46.5,36
E01001806,14.32436823,14.32436823
E01000759,34.46210894,34.5
E01001805,12.38859972,12.38859972
E01001804,21.28667835,21.28667835
E01001803,18.52914391,18.52914391
E01001809,26.73288411,26.73288411
E01001808,25.01480593,25.01480593
E01001807,28.68429363,28.68429363
E01001819,27.41435795,27.41435795
E01001816,26.27824163,26.27824163
E01001814,25.83995127,29.71701233
E01001815,22.24558925,22.24558925
E01001192,32.07300529,50
E01001191,35.95586056,63
E01001190,26.87760245,53
E01004495,20.41203353,45
E01002352,16.31149616,16.31149616
E01003884,14.63612045,14.63612045
E01001188,39.58655994,48
E01004496,26.38413821,39.72398397
E01002353,3.361775903,3.361775903
E01003883,13.35562237,13.35562237
E01001189,34.5,40.5
E01004493,18.22241964,39.01946445
E01002354,9.689272829,9.689272829
E01003882,6.628039941,6.628039941
E01001186,27,53
E01004494,14.04182888,37.01730454
E01002355,12.34628825,12.34628825
E01003881,19.62829369,19.62829369
E01001187,35.23752998,35.23752998
E01004499,7.202342762,36
E01003880,12.11262792,12.11262792
E01001184,47,47
E01001185,36,43.5
E01004497,31.96042607,57
E01002350,17.91243244,17.91243244
E01001182,43.5,40.5
E01004498,31.23321692,36.34753646
E01002351,20.29596454,20.29596454
E01001183,47,46.5
E01001813,29.05563009,32.96802957
E01001812,25.31537439,25.31537439
E01001811,30.18066962,30.18066962
E01003889,11.33049002,31.12129223
E01002356,13.54021667,13.54021667
E01003888,7.392750754,27
E01003887,6.74360226,35.91849104
E01002358,12.86012492,12.86012492
E01003886,10.45712769,31.20078494
E01002359,51,62
E01003885,21.16301625,21.16301625
E01001829,6.468933836,6.468933836
E01001825,25.96460663,31.11489383
E01001826,25.70899708,25.70899708
E01001827,26.37198506,26.37198506
E01001828,26.76461022,26.76461022
E01001181,33.93083755,33.93083755
E01001180,37.61778266,37.61778266
E01004490,34.07067808,34.07067808
E01004492,29.20171591,29.20171591
E01004491,35.95371345,35.95371345
E01001175,48,45
E01003871,23.46809413,26.26433269
E01002343,54,51
E01004482,25.81530713,48
E01001176,45,45
E01003870,10.72617875,10.72617875
E01002344,125,141
E01004483,15.27589884,46
E01001177,33,47
E01003873,3.461428463,19.5
E01002341,32.29774786,32.29774786
E01004484,21.56810003,50
E01001178,35.54960662,35.54960662
E01003872,20.59263917,22.09199879
E01002342,54,46
E01004485,28.9420387,45
E01001171,16.15438348,16.15438348
E01004486,18.27985452,53
E01001172,29.704023,29.704023
E01002340,11.85072731,11.85072731
E01004487,23.82534249,48
E01001173,31.06614994,31.06614994
E01004488,27.6378687,46
E01001174,54,48
E01004489,23.51786475,48
E01003879,14.81832306,36.298564
E01001822,22.3891569,22.3891569
E01003878,21.77726952,50
E01001821,19.20900883,19.20900883
E01001824,26.62398674,26.62398674
E01002349,55,51
E01001823,26.94165103,32.56358226
E01001179,38.69997219,38.69997219
E01003875,17.08061975,42
E01002347,58,58
E01003874,8.079840334,24
E01002348,63,60
E01003877,9.643365276,36.81188776
E01001820,22.46369758,22.46369758
E01002345,46,64.5
E01003876,6.840907045,33.31583533
E01002346,53,50
E01000704,20.65895449,55.5
E01001838,25.31510715,25.31510715
E01000703,21.27442749,25.5
E01001839,21.32955676,21.32955676
E01000706,21.02210259,58.5
E01001836,18.49446861,18.49446861
E01000705,20.5584854,46.5
E01001837,14.77686826,14.77686826
E01000708,25.69370667,46.5
E01000707,23.49513052,36
E01033100,24.49896065,25.53206815
E01000709,22.16261077,31.5
E01033101,21.33947534,21.33947534
E01002380,28.73962897,28.73962897
E01002370,53,78
E01002371,58.5,61.5
E01002372,58.5,58
E01002373,46,58
E01002374,63,57
E01002375,50,47
E01002376,24.13938186,24.13938186
E01002377,34.84717072,34.84717072
E01002378,55.5,270
E01001831,7.427369541,7.427369541
E01002379,19.523829,19.523829
E01001830,2.010432869,2.010432869
E01001835,6.196272872,6.196272872
E01000700,17.42482011,34.5
E01001834,3.45575318,3.45575318
E01000701,13.70205881,39
E01001833,4.694002142,4.694002142
E01000702,12.18503186,28.5
E01001832,3.58229061,3.58229061
E01000717,24.01030309,24.01030309
E01001847,39.07690731,39.07690731
E01000716,30.23981737,30.23981737
E01001848,35.14133208,35.14133208
E01000715,38.04661764,38.04661764
E01001849,46,46
E01000714,30.48408135,19.5
E01030400,46.5,63
E01000719,40.5,52.5
E01030401,55,36
E01000718,18.79104254,46
E01030402,51,46.5
E01001193,39.48720375,39.48720375
E01002361,43.5,48
E01001194,32.23750742,57
E01002362,48,47
E01001195,20.31423528,20.31423528
E01003891,15.37890838,28.60101072
