lsoa,post12,post24
E01000481,46.5,36
E01004145,29.83324325,29.83324325
E01000480,39.06825521,39.06825521
E01004144,28.53953308,28.53953308
E01000483,45,36
E01004143,12.95966421,12.95966421
E01000482,38.79528922,38.79528922
E01004142,7.256892809,7.256892809
E01000485,40.5,55
E01004141,13.21718442,13.21718442
E01000484,55.5,55
E01004160,14.46580519,14.46580519
E01004161,20.83223563,20.83223563
E01004162,8.402425634,8.402425634
E01000499,48,46
E01000498,50,47
E01000497,38.82817398,47
E01000492,21.99537696,42
E01004157,19.32625634,19.32625634
E01000491,16.23371206,48
E01004156,6.324755032,6.324755032
E01000490,17.00472786,47
E01004159,21.43738679,21.43738679
E01004158,13.87837978,13.87837978
E01004153,10.52447448,10.52447448
E01000495,19.95846869,49
E01004152,7.475029789,7.475029789
E01000494,23.52942594,47
E01004155,12.48554471,12.48554471
E01000493,22.63260179,36
E01004154,14.80260848,14.80260848
E01004173,46.5,57
E01004172,27,61.5
E01004171,37.5,49
E01004170,39.14009203,39.14009203
E01004165,29.48645638,29.48645638
E01000460,11.56135155,89
E01004166,35.84903963,35.84903963
E01000461,13.6747181,97
E01004163,36.61579384,36.61579384
E01000462,3.713027204,73
E01004164,37.14679185,37.14679185
E01000463,13.13336638,81
E01004169,32.81422216,55
E01004167,28.66523689,28.66523689
E01004168,23.13029618,23.13029618
E01000468,57,43.5
E01000469,49.5,21
E01000464,42,34.5
E01000465,30,46.5
E01000466,47,49
E01000467,48,18
E01004180,39.45901172,39.45901172
E01004182,45,39
E01004181,42,51
E01004184,20.44759853,43.5
E01004183,23.55495296,48
E01000473,16.83187276,16.83187276
E01004174,45,54
E01000474,16.7568833,16.7568833
E01004175,42,53
E01000471,26.94955546,26.94955546
E01004176,37.37021813,37.37021813
E01000472,25.74961503,25.74961503
E01004177,49.5,37.5
E01004178,43.5,37.5
E01000470,39.02182972,39.02182972
E01004179,49.5,43.5
E01000479,46.5,37.5
E01000477,27.8677153,27.8677153
E01000478,21.59525745,21.59525745
E01000475,14.68748077,14.68748077
E01000476,21.99934035,21.99934035
E01004195,3.588746817,39
E01004194,19.54740218,39
E01004193,12.78476915,47
E01004192,12.28487137,48
E01004191,16.85098493,34.5
E01004190,10.63589099,42
E01004189,17.74621006,27
E01004187,28.53735722,102
E01004188,35.50738353,56
E01004185,22.17772832,48
E01000440,27.45943318,27.45943318
E01004186,27.61270851,63
E01000441,27.57199979,27.57199979
E01000442,36.14512708,36.14512708
E01000443,22.94402364,113
E01000444,34.3678674,34.3678674
E01000445,33.49133387,35.65199779
E01000446,28.10323182,34.71337445
E01000447,25.16322641,25.16322641
E01000448,27.38141527,27.38141527
E01000449,20.09110575,20.09110575
E01000451,32.43150987,32.43150987
E01004196,18.45836427,31.5
E01000452,35.99589573,35.99589573
E01004197,9.420122622,9.420122622
E01004198,5.257915633,5.257915633
E01000450,31.36780243,31.36780243
E01004199,6.937107743,6.937107743
E01000455,39.38788408,39.38788408
E01000456,32.84998359,32.84998359
E01000453,36.83738539,36.83738539
E01000454,33.40485784,33.40485784
E01000459,13.79436475,60
E01000457,9.700120179,59
E01000458,9.966699987,69
E01001557,19.25670708,19.25670708
E01001558,13.82102219,13.82102219
E01001559,24.92492327,24.92492327
E01001553,29.90327554,29.90327554
E01001554,19.4112266,19.4112266
E01001555,18.1176042,18.1176042
E01001556,29.39574939,29.39574939
E01001550,33.79588295,51
E01001551,50,61
E01001552,49.5,54
E01001568,48,61.5
E01001569,51,45
E01001566,34.7903103,34.7903103
E01001567,38.24112433,57
E01001564,49.5,45
E01001565,42,45
E01001562,23.41790952,23.41790952
E01001563,42,37.5
E01001560,28.58871479,28.58871479
E01001531,55.5,48
E01002787,14.57298511,38.24669398
E01001532,39.92634583,39.92634583
E01002788,14.69125726,36
E01001533,38.78723642,38.78723642
E01002785,9.991582585,27
E01001534,38.93464034,38.93464034
E01002786,9.122939925,27
E01001535,30.21670611,30.21670611
E01001536,5.699650716,61
E01001537,20.19812213,74
E01002789,14.42079795,46
E01001538,15.29706951,72
E01002780,18.35793984,18.35793984
E01002783,14.5815977,35.03925043
E01002784,14.34207952,39.81312659
E01002781,20.68681762,20.68681762
E01001530,28.95159521,28.95159521
E01002782,12.60580279,12.60580279
E01001539,12.96623499,66
E01002796,21.7323346,21.7323346
E01001544,3.382193889,64
E01002797,18.98729961,20.46503509
E01001545,49.5,55
E01002798,14.23624264,20.6213613
E01001542,6.157669787,68
E01023293,54,70
E01002799,16.44163258,16.44163258
E01001543,9.199632089,69
E01001548,46,60
E01001549,37.098569,55.5
E01001546,54,52.5
E01001547,57,49.5
E01002790,17.72598374,17.72598374
E01002791,20.2324513,20.2324513
E01002792,13.83131362,13.83131362
E01001540,14.50241331,85
E01002793,16.23706976,16.23706976
E01001541,9.044864727,83
E01002794,9.117664489,9.117664489
E01002795,23.25969851,23.25969851
E01001594,24,43.5
E01002762,15.98542198,32.72352183
E01001593,21,40.5
E01001596,38.35642403,48
E01002760,16.19290383,33
E01001595,28.5,28.5
E01001590,37.5,42
E01001592,33,40.5
E01001591,42,39
E01002769,16.43706661,45
E01002768,16.7395868,48
E01002767,13.36867308,34.14277474
E01001598,23.55896088,52
E01002766,18.3091173,27.59080658
E01001597,21.73630815,47
E01002765,21.51496247,26.95005694
E01002764,18.20657248,32.69073269
E01001599,31.10562024,52.5
E01002763,10.75665564,38.25534602
E01002771,21.72763341,42
E01002770,23.47913876,34.5
E01002773,23.37867799,36
E01002772,16.6113471,36
E01002779,16.60908779,16.60908779
E01002778,15.88476168,15.88476168
E01002775,24.31739249,24.31739249
E01002774,14.79797268,34.5
E01002777,15.06799299,15.06799299
E01002776,19.46778691,19.46778691
E01033494,13.93117279,30.67060269
E01033493,15.42422027,29.16937807
E01033490,12.167029,19.51400494
E01033492,14.54877058,34.0372942
E01033491,13.66161499,34.59924359
E01001570,35.0683974,35.0683974
E01002740,25.98202546,26.81714916
E01001572,24.25900445,24.25900445
E01001571,18.27425417,18.27425417
E01001574,22.66539109,22.66539109
E01001573,13.83046135,13.83046135
E01002744,21.66614906,21.66614906
E01001576,22.17828591,22.17828591
E01002743,18.64508135,18.64508135
E01001575,31.02745946,31.02745946
E01002742,21.16276737,22.77268467
E01001578,24.21756705,24.21756705
E01002741,19.46367983,19.46367983
E01001577,25.08006458,25.08006458
E01002748,11.23227674,32.77272233
E01002747,15.49675792,28.82210539
E01001579,15.02065685,15.02065685
E01002745,19.8378605,28.47558182
E01002749,17.80370703,26.31459884
E01033485,34.5,42
E01033489,11.53647807,18.36236526
E01033488,19.53461736,27.94939357
E01033487,17.49648388,29.95847104
E01033486,20.50410189,27.26857968
E01001581,39,37.5
E01001580,33.72757341,33.72757341
E01001585,30,39
E01001584,27.28887187,27.28887187
E01002751,9.562043248,38.26095969
E01001583,35.13034962,35.13034962
E01001582,36.54923761,36.54923761
E01002753,14.68508301,33
E01001589,39,33
E01002752,19.41254151,26.60095253
E01001588,40.5,24
E01002755,20.34319831,33
E01001587,34.26867108,34.26867108
E01002754,23.10264693,39
E01001586,38.35016129,38.35016129
E01002757,23.37908472,34.5
E01002756,19.09167342,37.5
E01002759,20.43994603,39
E01002758,18.91410204,27
E01001624,20.38505701,48
E01001623,26.53134011,43.5
E01001625,18.34394676,40.5
E01002149,40.5,58.5
E01001620,13.35835236,30
E01002147,54,54
E01002148,31.5,58.5
E01001621,9.224872767,37.5
E01002145,36,63
E01002146,50,53
E01002143,34.5,60
E01002144,58.5,99
E01002141,46.5,61.5
E01002142,36,48
E01002140,42,54
E01001629,18.73258052,18.73258052
E01001615,9.035345904,37.5
E01001614,27.49253973,43.5
E01001613,14.69551386,28.5
E01001611,21.7154597,39
E01002158,42,54
E01001610,23.75474514,42
E01002159,24.23017961,24.23017961
E01002154,33,60
E01002155,43.5,62
E01002156,38.03398183,38.03398183
E01002157,35.82938209,35.82938209
E01002150,40.5,63
E01002151,27,46
E01002152,36,63
E01002153,37.6872517,37.6872517
E01002160,17.18767032,17.18767032
E01001618,26.29315209,51
E01001619,28.96218159,39
E01001617,18.14405281,28.5
E01001642,24.40731168,24.40731168
E01001641,24.38942872,29.92490163
E01002169,45,51
E01001644,17.42542554,19.75780822
E01001646,35.82792729,18
E01001645,34.73143423,31.5
E01001648,29.58584055,34.5
E01001647,39.20490787,28.5
E01002163,29.35103572,29.35103572
E01002164,21.14911363,21.14911363
E01002161,31.08261867,31.08261867
E01002162,29.34880669,29.34880669
E01002167,42,50
E01002168,46.5,55
E01002165,37.5,45
E01001640,19.66465357,32.17180441
E01002166,43.5,52
E01002171,39,56
E01002170,37.15933966,37.15933966
E01001649,27.97413384,42
E01001633,19.46497654,19.46497654
E01001632,10.7230197,10.7230197
E01001631,13.06467308,13.06467308
E01001637,16.54642188,16.54642188
E01001636,10.33648495,10.33648495
E01001635,9.81701998,9.81701998
E01001634,16.27438238,16.27438238
E01002172,24.04920346,24.04920346
E01002173,28.08257096,28.08257096
E01002174,32.54352169,32.54352169
E01002175,33.54134237,33.54134237
E01002176,22.93750651,22.93750651
E01002177,39.11412823,39.11412823
E01002178,34.10744867,34.10744867
E01002179,26.70152569,26.70152569
E01002180,24.98100377,24.98100377
E01002182,17.91577433,17.91577433
E01002181,27.32420667,27.32420667
E01001638,14.72674928,14.72674928
E01002102,9.167872247,9.167872247
E01002101,14.44053822,14.44053822
E01002100,18.42987722,18.42987722
E01002109,46,54
E01002108,47,74
E01002107,46,52
E01002106,48,89
E01002105,3.019875971,3.019875971
E01002104,15.82527736,15.82527736
E01002103,11.51691812,11.51691812
E01002111,51,76
E01002110,54,55
E01002113,46,49
E01002112,48,86
E01002119,43.5,49.5
E01002118,47,47
E01002115,50,56
E01002114,49,57
E01002117,49.5,54
E01002116,48,50
E01002120,61.5,64.5
E01002124,48,66
E01002123,33.50675352,33.50675352
E01002122,38.52448382,38.52448382
E01002121,46,61.5
E01002128,12.63027196,12.63027196
E01002127,13.30910011,13.30910011
E01002126,6.385223894,6.385223894
E01002125,34.94338897,34.94338897
E01001600,29.18370712,37.5
E01001601,30.54032871,39
E01001602,32.11930658,60
E01001603,39.48516446,55.5
E01002129,6.373875647,6.373875647
E01001604,10.00914545,50
E01001606,17.70561018,55.5
E01001605,24.67029297,46.5
E01001608,14.70784213,31.5
E01001607,15.1307418,51
E01001609,4.99382266,27
E01002131,16.00146182,16.00146182
E01002130,14.92784448,14.92784448
E01002133,25.00587831,25.00587831
E01002132,15.94829959,15.94829959
E01002135,26.85074076,26.85074076
E01002134,17.03826297,17.03826297
E01002137,5.302880107,5.302880107
E01002136,20.26064153,20.26064153
E01002139,49.5,63
E01002138,25.67867322,25.67867322
E01004360,13.57472989,13.57472989
E01004358,5.743468629,5.743468629
E01004359,6.986897234,6.986897234
E01004352,17.08985869,17.08985869
E01004353,18.16742337,18.16742337
E01004350,12.03427456,12.03427456
E01004351,8.79791425,8.79791425
E01004356,16.08215108,16.08215108
E01004357,8.161988674,8.161988674
E01004354,8.15818394,8.15818394
E01004355,13.10432446,13.10432446
E01004347,51,27
E01004348,31.5,33
E01003207,10.26433642,25.03276081
E01004349,17.19770861,17.19770861
E01003209,11.79314099,29.43223025
E01003204,13.73895028,13.73895028
E01003203,13.38480227,13.38480227
E01003206,9.533697134,9.533697134
E01003205,13.09368076,13.09368076
E01003200,21.34380918,21.34380918
E01023547,65,61
E01004340,36.9919479,36.9919479
E01023546,60,78
E01004341,33.85620439,33.85620439
E01003202,18.66807892,18.66807892
E01004342,45,54
E01003201,5.316384607,5.316384607
E01023548,50,55
E01004343,25.5,42
E01023543,57,57
E01004344,34.5,31.5
E01023542,61,60
E01004345,30,31.5
E01004346,61.5,22.5
E01003217,19.67404654,35.7581621
E01003216,17.53397447,35.86614071
E01003215,7.70984207,32.0170891
E01003214,26.08400797,26.08400797
E01004338,37.43885665,37.43885665
E01004339,37.51685555,37.51685555
E01003219,15.19093456,43.5
E01004336,31.5,50
E01003218,19.7143727,48
E01004337,34.78769229,34.78769229
E01004334,31.76018825,31.76018825
E01004335,31.60679113,31.60679113
E01004332,25.81392688,25.81392688
E01004333,33.89132568,33.89132568
E01003213,21.21839096,21.21839096
E01004330,27.41038508,27.41038508
E01003212,17.34911617,28.46813352
E01004331,19.999692,19.999692
E01003211,18.46865386,18.46865386
E01003210,14.50676841,24.1208843
E01033702,28.15331913,28.15331913
E01033701,28.57355006,28.57355006
E01033700,19.32925586,19.32925586
E01030296,63,36
E01004329,23.29037547,23.29037547
E01003226,39.73766519,39.73766519
E01003225,29.9624904,29.9624904
E01003228,40.5,39
E01003227,36.46301003,37.76588395
E01004325,5.564049851,22.91366734
E01004326,15.47821056,20.44101865
E01003229,37.20143853,40.5
E01004327,27.24237396,27.24237396
E01004328,29.41013472,29.41013472
E01004321,10.0920533,21.56542194
E01033705,28.50601023,28.50601023
E01004322,14.10207787,15.47241242
E01033706,13.54046138,25.50372724
E01004323,16.75637907,17.82503703
E01003220,27.6577079,34.23760325
E01033703,20.85788522,20.85788522
E01004324,15.19652824,15.19652824
E01033704,22.53743591,22.53743591
E01003222,23.8544075,63
E01033709,5.911952561,24.93470668
E01003221,13.46127574,24
E01003224,24.34403736,31.91556405
E01033707,26.86024402,27.11234706
E01003223,8.273799793,34.5
E01033708,12.70169881,28.91070506
E01033710,29.41668879,29.41668879
E01033711,4.875911436,25.9074012
E01033712,16.72914865,16.72914865
E01033713,14.78289701,14.78289701
E01003235,23.14026229,39.89344542
E01003232,34.46934839,34.46934839
E01003233,29.34834525,29.34834525
E01003230,31.51617934,40.5
E01004313,12.73763751,12.73763751
E01003231,29.85264659,29.85264659
E01004312,15.87630923,15.87630923
E01004311,18.40122094,20.59939475
E01004310,2.684072395,27.27948072
E01004317,10.03974702,17.79861615
E01004316,13.22149092,21.95083464
E01004315,14.84155869,19.92020755
E01004314,15.09493468,15.09493468
E01003238,27.9474367,40.5
E01003239,20.82217251,43.5
E01003236,35.80724958,43.5
E01004319,11.24258965,26.84385587
E01003237,31.05902102,43.5
E01004318,17.90298577,17.90298577
E01033724,24.82663413,24.82663413
E01003243,15.72424635,25.5
E01003244,16.69597167,34.5
E01003245,23.3468564,32.2977178
E01003246,8.803089512,34.16004268
E01033729,28.38614562,43.5
E01004300,24.16767706,28.23670355
E01033728,13.72335472,35.91109037
E01003240,19.20605689,30
E01033727,10.8636734,34.99376504
E01004302,19.28154367,26.42658791
E01003241,9.523659865,33
E01033726,27.84667535,37.5
E01004301,17.69494546,28.12631314
E01033725,16.26199879,16.26199879
E01004304,14.24199442,24.29419388
E01004303,23.23046179,29.17845368
E01004306,3.407466359,22.08036172
E01004305,22.73680741,25.45584316
E01004308,7.0471908,17.60764549
E01003247,18.88915272,33.31042368
E01004307,5.821918199,25.82321056
E01003248,13.48827872,38.7967344
E01003249,19.42678846,42
E01004309,4.019925412,21.21479979
E01033730,15.16376095,26.25003278
E01033731,24.16103666,24.16103666
E01003260,46,37.5
E01033732,43.5,45
E01033733,47,36
E01033734,22.60126267,22.60126267
E01033735,31.08689701,31.08689701
E01033737,33.44726474,33.44726474
E01003252,6.558032579,38.22708553
E01033736,28.23549398,28.23549398
E01003253,6.222586886,34.4235781
E01033739,29.09491907,29.09491907
E01003250,20.65804215,40.5
E01033738,33,42
E01003251,9.976168115,36
E01017810,54,274
E01003256,34.24541268,51
E01003257,38.94867857,43.5
E01003254,45,56
E01003255,43.5,51
E01017813,20.93639839,20.93639839
E01017812,10.36700844,10.36700844
E01003258,31.66956055,51
E01017811,80,61
E01003259,31.8182069,51
E01033741,18.32731057,18.32731057
E01033742,21.84046876,21.84046876
E01033740,23.5059136,23.5059136
E01033745,25.16044723,25.16044723
E01033746,19.6882466,21.87156418
E01003271,35.32065174,46
E01033743,32.38561828,32.38561828
E01003270,36.82868399,63
E01033744,19.02206734,19.02206734
E01003261,43.5,40.5
E01003262,42,48
E01003263,38.49174369,49.5
E01003264,39.01504895,45
E01003265,36,42
E01003266,38.47324183,48
E01003267,36,48
E01003268,36.0703493,38.10246127
E01003269,35.77283687,45
E01017827,56,56
E01017826,22.91313469,22.91313469
E01000910,16.73862058,46
E01000911,16.00536644,48
E01003165,40.5,46
E01003164,33.20072764,39.31809633
E01003163,27.9119499,37.18766682
E01003162,30.23160364,32.95235589
E01003169,32.81214777,32.81214777
E01003168,34.34754903,34.34754903
E01003167,34.21686771,46
E01003166,32.04994949,28.5
E01003171,22.9910415,22.9910415
E01003172,27.41962243,27.41962243
E01003170,36.72782663,36.72782663
E01000913,36.39665204,46
E01000912,22.9038872,51
E01000915,2.926249012,2.926249012
E01000914,2.226001643,2.226001643
E01000917,6.796700871,6.796700871
E01000916,9.245774914,9.245774914
E01000919,10.37512891,10.37512891
E01000918,7.898345443,7.898345443
E01003159,28.33377277,28.33377277
E01000900,10.94475934,45
E01003152,14.50631824,46.5
E01003151,12.42254991,34.5
E01003154,13.69524515,51
E01003153,9.10098889,28.5
E01003156,28.51143498,38.82789126
E01003155,6.343829643,43.5
E01003158,23.89631047,40.5
E01003157,28.89739459,37.26442215
E01000909,22.86611515,46
E01003160,33.79664906,33.79664906
E01003161,33.15277139,33.15277139
E01000904,10.17498809,45
E01000903,16.41019156,51
E01000902,14.47841033,45
E01000901,7.283173179,54
E01000908,25.31490283,49
E01000907,24.82895231,43.5
E01000906,17.18432325,50
E01000905,11.59927532,45
E01000105,47,86
E01000106,47,80
E01000107,48,82
E01000108,47,73
E01000101,30,28.5
E01000102,53,45
E01000103,53,88
E01000104,46,80
E01004286,13.751776,26.71430294
E01004287,20.01659593,20.01659593
E01004284,19.3362355,19.3362355
E01003189,7.063003873,40.5
E01000100,33,31.5
E01004285,16.37911678,23.42454227
E01003188,13.02449082,13.02449082
E01003187,18.12886231,18.12886231
E01003186,15.46090006,15.46090006
E01004288,18.62385623,23.37124246
E01003185,18.90760384,18.90760384
E01004289,22.30569205,22.30569205
E01003184,18.90668933,18.90668933
E01003193,20.03662105,45
E01004290,13.29357244,13.29357244
E01003194,17.85990485,33
E01003191,13.51707835,48
E01003192,17.54765898,39
E01004294,13.96381627,33.466543
E01003190,20.69691446,48
E01004293,17.02733539,38.35184905
E01004292,20.49590822,36.25349337
E01004291,25.28192525,39.02887763
E01000109,33,31.5
E01000118,49,51
E01000119,50,43.5
E01000116,46,52.5
E01000117,51,60
E01000114,40.5,45
E01000115,46.5,51
E01000112,46,31.5
E01000113,45,24
E01000110,46.5,21
E01004295,14.4104237,29.98507446
E01003178,19.09582048,19.09582048
E01000111,50,48
E01004296,21.55022551,33.55731005
E01003177,16.7643354,16.7643354
E01004297,24.66009973,33.45329789
E01004298,19.80826344,23.78802813
E01003179,21.31603352,21.31603352
E01003174,28.9948202,35.84390538
E01003173,27.23644009,27.23644009
E01003176,12.17111021,12.17111021
E01003175,30.59003821,31.42473256
E01003180,21.78419453,21.98212511
E01003181,22.66188613,22.66188613
E01003182,16.67676626,16.67676626
E01003183,19.76322155,24.35079352
E01004269,23.49082096,24.32191584
E01004268,25.37412735,27.89239592
E01004267,24.19989174,31.29584648
E01004266,5.944755798,5.944755798
E01000120,48,49.5
E01004264,16.83486825,16.83486825
E01000122,48,48
E01004263,8.841902077,8.841902077
E01000121,49,52.5
E01004262,11.67704706,11.67704706
E01000124,45,30
E01000123,48,39
E01000951,28.72139994,28.72139994
E01000126,13.6619688,13.6619688
E01000950,29.80668948,29.91270914
E01000125,32.69295059,32.69295059
E01000953,16.87555085,16.87555085
E01000128,21.19750263,21.19750263
E01023584,57,81
E01000952,24.09699994,24.09699994
E01000127,25.55343041,25.55343041
E01000955,23.10136848,23.10136848
E01000954,26.45645358,26.45645358
E01000129,25.4841288,25.4841288
E01000956,19.11603551,19.11603551
E01000957,15.89241505,26.91528112
E01000958,20.99488785,23.95788639
E01000959,21.38543254,27.38060536
E01004271,15.13614211,29.0761626
E01004272,12.74232307,33.28861491
E01004270,18.95863348,23.82222565
E01003195,17.5161298,49.5
E01023575,47,60
E01004277,8.203888567,60
E01003196,7.271050533,30
E01023576,49,55
E01003197,11.39850411,37.5
E01003198,14.40095652,14.40095652
E01004274,21.56935162,48
E01000133,22.14328269,22.14328269
E01003199,8.401120351,8.401120351
E01004273,10.27154452,31.6526641
E01000132,27.4676429,27.4676429
E01004276,20.45947681,47
E01000131,16.69602205,16.69602205
E01004275,23.09888158,48
E01000130,19.43570482,19.43570482
E01000137,25.93869632,52
E01000940,11.36105441,11.36105441
E01000136,23.20002902,60
E01000135,19.32211766,45
E01000134,31.34920841,31.34920841
E01000944,27.20454657,27.20454657
E01000943,14.2211452,14.2211452
E01000139,34.71053225,48
E01000942,16.29672621,16.29672621
E01000138,27.16654416,31.5
E01023574,40.5,49
E01000941,13.77710889,13.77710889
E01000947,24.43915165,29.51072196
E01000948,22.92134654,35.87496757
E01000945,23.70326893,23.70326893
E01000946,30.8873991,31.71804514
E01000949,29.96299047,31.77548121
E01004280,24.0633251,48
E01004281,26.1122309,54
E01004283,16.57944332,16.57944332
E01000142,32.17680515,43.5
E01004243,21.77943009,63
E01000141,37.01343477,50
E01004242,17.07445688,38.32014866
E01000144,9.552030656,49
E01004241,17.66281824,33.19950122
E01000143,37.54783796,45
E01004240,21.73616036,34.04993006
E01023566,50,67
E01004247,15.90907671,53
E01004246,16.21236707,48
E01023564,56,64.5
E01000140,28.69530274,47
E01004245,27.0323661,55
E01004244,9.793224886,55
E01000931,17.36228433,46
E01000930,15.8784182,40.5
E01000933,16.848049,42
E01004249,20.43133157,46
E01000932,18.33740521,47
E01004248,22.36459275,45
E01000146,15.84266419,61.5
E01000145,13.84385803,54
E01000148,15.00683835,15.00683835
E01000147,13.38932822,13.38932822
E01000938,9.820991657,9.820991657
E01000939,12.71139301,12.71139301
E01000934,26.21006485,42
E01000935,22.54561689,49
E01000936,9.542593406,9.542593406
E01000937,9.267969649,9.267969649
E01004250,13.05350112,47
E01000155,9.934309538,9.934309538
E01004252,5.221930204,37.17253538
E01000154,5.677860534,5.677860534
E01004251,8.659993166,31.24565974
E01000153,15.11553758,15.11553758
E01004254,7.525471436,33.17003974
E01000152,14.36671744,14.36671744
E01004253,5.630798184,46
E01000151,9.03122183,9.03122183
E01004256,7.755446525,46
E01000150,18.57074592,18.57074592
E01004255,1.879348267,39.28943992
E01004258,5.702813239,37.51391815
E01004257,11.45592469,55
E01000922,1.729501594,42
E01004259,2.553734013,2.553734013
E01023550,66,93
E01000921,8.572871422,43.5
E01000920,5.044707102,5.044707102
E01000159,51,69
E01000158,48,36
E01000157,34.29405775,34.29405775
E01000156,37.62502172,37.62502172
E01000929,19.35814946,45
E01000927,4.227521904,43.5
E01000928,8.63658143,47
E01000925,6.090375528,38.80335827
E01000926,10.66795234,34.93200606
E01000923,7.177236463,51
E01000924,9.321814168,47
E01004260,7.851910279,7.851910279
E01004261,15.26594018,15.26594018
E01000169,57,53
E01000994,31.5,55
E01001697,27.88787312,27.88787312
E01000995,48,45
E01001696,28.53868255,28.53868255
E01000167,63,66
E01000992,46.5,49.5
E01001699,37.75308055,37.75308055
E01000168,51,52.5
E01000993,34.14176734,34.14176734
E01001698,31.03215303,31.03215303
E01000998,46.5,47
E01000999,58.5,46
E01000996,45,54
E01000997,48,51
E01000161,46,33
E01000162,50,45
E01000160,43.5,24
E01001690,46.5,18
E01000165,50,37.5
E01000990,43.5,43.5
E01001693,36.74816463,36.74816463
E01000166,57,57
E01000991,37.29786649,55.5
E01001692,37.71719678,37.71719678
E01000163,36.32132785,36.32132785
E01001695,23.04837213,23.04837213
E01000164,43.5,45
E01001694,30.0413938,30.0413938
E01000180,33.11707629,51
E01000989,40.5,60
E01000981,32.31059398,32.31059398
E01000178,49,52.5
E01000982,27.42009681,27.42009681
E01000179,33.50104183,69
E01000983,27.53759026,27.53759026
E01000984,23.03075648,23.03075648
E01000985,39.78348253,39.78348253
E01000986,28.88562279,28.88562279
E01000987,35.32453202,35.32453202
E01000170,49,49
E01000171,47,46
E01000172,47,51
E01000173,47,60
E01000174,45,61.5
E01000175,45,53
E01000176,33.24423347,68
E01000980,30.27712028,30.27712028
E01000177,35.16084417,55.5
E01000191,46,47
E01000190,49.5,42
E01000979,16.98613535,16.98613535
E01000978,19.97046178,19.97046178
E01000976,19.36442448,19.36442448
E01000977,24.17212366,24.17212366
E01000974,22.74961681,50
E01000975,13.45470424,13.45470424
E01000972,32.270765,43.5
E01000973,25.71445849,46
E01000970,29.35530044,49
E01000189,56,52
E01000971,28.69940817,52
E01000187,47,43.5
E01000188,65,58
E01000185,38.79265201,60
E01000186,40.5,36
E01000183,28.39519078,53
E01000184,58.5,70
E01000181,43.5,45
E01000182,37.5,42
E01000968,21.94077793,49
E01000967,28.73686273,49
E01000969,32.78312258,43.5
E01000963,34.42659957,43.5
E01000964,28.00364404,43.5
E01000965,21.03120712,46
E01000966,23.91751214,49
E01000960,31.85054067,42
E01000961,31.32052877,40.5
E01000962,27.84077997,46.5
E01000196,30.26108987,61.5
E01000197,30.71101661,50
E01000198,27.43972134,27.43972134
E01000199,33.71751809,35.82198972
E01000192,49.5,43.5
E01000193,46.5,45
E01000194,55,50
E01000195,52,75
E01002082,17.29405761,30.27156525
E01002083,21.22394358,21.22394358
E01002080,11.94250141,48
E01002081,2.26485394,47
E01002076,14.40960208,45
E01002075,21.1886503,38.25463955
E01002074,15.94707422,37.11032969
E01002073,14.56822578,46.5
E01002079,11.10484695,37.5
E01002078,14.98319841,46.5
E01001650,36,40.5
E01002077,8.836408295,39
E01001651,25.5,18
E01001652,21,40.5
E01001653,19.14223834,39
E01001654,29.52976894,66
E01001655,14.0074923,39
E01001656,28.99781696,28.99781696
E01001657,24.72796385,24.72796385
E01001658,32.91569087,34.25327373
E01001659,28.01779655,22.5
E01002070,13.55116351,36
E01002071,9.509695734,42
E01002072,13.70772368,46.5
E01002063,19.98688969,48
E01002062,16.77804806,56
E01002065,15.19411235,39.53871244
E01002064,16.5332634,48
E01002067,13.36611098,37.43829935
E01001661,14.54573067,24
E01002066,4.360257702,24
E01001662,37.5,36
E01002069,9.240746997,46.5
E01002068,10.19428403,49.5
E01001660,25.73195295,58.5
E01001665,30,39
E01001666,46,30
E01001664,35.87869481,36.72866599
E01001669,11.77300254,11.77300254
E01001667,46,37.5
E01001668,36.39449626,40.5
E01001671,11.54815086,11.54815086
E01001672,8.576351258,8.576351258
E01001673,5.21823586,5.21823586
E01002099,6.605012148,6.605012148
E01002098,3.398708864,3.398708864
E01002097,23.47165301,23.47165301
E01002096,24.61173118,24.61173118
E01002095,18.21933662,35.33579003
E01001678,20.03850416,20.03850416
E01001679,38.14837418,38.14837418
E01001674,7.385355398,7.385355398
E01001675,3.66052567,3.66052567
E01001676,8.649401768,8.649401768
E01001677,3.753289002,3.753289002
E01002091,30.24281076,31.10287679
E01002092,27.30879739,30.55503345
E01002093,24.35265508,24.35265508
E01002094,22.83671692,31.66816133
E01002090,22.33240938,22.33240938
E01001683,16.19142099,16.19142099
E01002089,13.94069644,33.00590306
E01001684,31.87522751,31.87522751
E01002088,22.17775633,22.17775633
E01001681,23.60774902,23.60774902
E01001682,30.29450623,24
E01002085,18.73971362,21.23211998
E01001680,30.72863275,30.72863275
E01002084,21.96933131,26.80330821
E01002087,21.93319759,26.76649921
E01002086,17.39152922,30.56051604
E01001687,14.13759389,14.13759389
E01001688,42,19.5
E01001685,16.05520567,16.05520567
E01001686,32.32973172,32.32973172
E01002284,46.5,36
E01002285,61.5,57
E01002282,31.5,24
E01002283,46.5,36
E01002288,45,48
E01002289,53,63
E01002286,55,63
E01001761,17.99816687,17.99816687
E01002287,63,52.5
E01001760,23.97383897,23.97383897
E01001763,24.9595391,24.9595391
E01002931,8.970731211,50
E01001762,24.25459343,24.25459343
E01002930,3.05987398,40.5
E01001765,11.09808104,11.09808104
